# Time        	(total_x total_y total_z)	(pressure_x pressure_y pressure_z)	(viscous_x viscous_y viscous_z)
3083          	(-5.217120e+02 3.355106e+01 4.246479e+02)	(-5.217297e+02 3.049450e+01 4.285573e+02)	(1.768360e-02 3.056557e+00 -3.909426e+00)
3084          	(-5.217162e+02 3.348116e+01 4.247008e+02)	(-5.217339e+02 3.042470e+01 4.286103e+02)	(1.768912e-02 3.056461e+00 -3.909494e+00)
3085          	(-5.217189e+02 3.344270e+01 4.247380e+02)	(-5.217366e+02 3.038635e+01 4.286475e+02)	(1.769714e-02 3.056348e+00 -3.909553e+00)
3086          	(-5.217196e+02 3.347718e+01 4.247262e+02)	(-5.217373e+02 3.042093e+01 4.286358e+02)	(1.770430e-02 3.056246e+00 -3.909590e+00)
3087          	(-5.217138e+02 3.348145e+01 4.247141e+02)	(-5.217315e+02 3.042530e+01 4.286237e+02)	(1.771158e-02 3.056152e+00 -3.909588e+00)
3088          	(-5.217115e+02 3.344279e+01 4.247120e+02)	(-5.217292e+02 3.038670e+01 4.286216e+02)	(1.771288e-02 3.056085e+00 -3.909571e+00)
3089          	(-5.217089e+02 3.342351e+01 4.247237e+02)	(-5.217266e+02 3.036752e+01 4.286333e+02)	(1.771330e-02 3.055994e+00 -3.909540e+00)
3090          	(-5.217098e+02 3.344982e+01 4.247223e+02)	(-5.217275e+02 3.039389e+01 4.286319e+02)	(1.770865e-02 3.055928e+00 -3.909593e+00)
3091          	(-5.217124e+02 3.347190e+01 4.247304e+02)	(-5.217301e+02 3.041604e+01 4.286400e+02)	(1.770130e-02 3.055864e+00 -3.909597e+00)
3092          	(-5.217084e+02 3.342653e+01 4.247413e+02)	(-5.217261e+02 3.037072e+01 4.286509e+02)	(1.768877e-02 3.055814e+00 -3.909651e+00)
3093          	(-5.217064e+02 3.340999e+01 4.247468e+02)	(-5.217241e+02 3.035425e+01 4.286565e+02)	(1.767909e-02 3.055741e+00 -3.909693e+00)
3094          	(-5.217047e+02 3.342294e+01 4.247502e+02)	(-5.217224e+02 3.036724e+01 4.286600e+02)	(1.766354e-02 3.055695e+00 -3.909749e+00)
3095          	(-5.217028e+02 3.340784e+01 4.247555e+02)	(-5.217204e+02 3.035219e+01 4.286653e+02)	(1.764853e-02 3.055649e+00 -3.909806e+00)
3096          	(-5.216973e+02 3.335463e+01 4.247715e+02)	(-5.217149e+02 3.029901e+01 4.286814e+02)	(1.763007e-02 3.055623e+00 -3.909883e+00)
3097          	(-5.216958e+02 3.335439e+01 4.247670e+02)	(-5.217135e+02 3.029884e+01 4.286770e+02)	(1.761740e-02 3.055555e+00 -3.909995e+00)
3098          	(-5.216964e+02 3.337773e+01 4.247625e+02)	(-5.217140e+02 3.032223e+01 4.286727e+02)	(1.760861e-02 3.055493e+00 -3.910135e+00)
3099          	(-5.216974e+02 3.340137e+01 4.247527e+02)	(-5.217150e+02 3.034594e+01 4.286630e+02)	(1.760655e-02 3.055428e+00 -3.910293e+00)
3100          	(-5.216961e+02 3.336901e+01 4.247426e+02)	(-5.217137e+02 3.031365e+01 4.286530e+02)	(1.760714e-02 3.055365e+00 -3.910437e+00)
3101          	(-5.216955e+02 3.336939e+01 4.247331e+02)	(-5.217131e+02 3.031411e+01 4.286437e+02)	(1.761200e-02 3.055281e+00 -3.910547e+00)
3102          	(-5.216941e+02 3.338018e+01 4.247289e+02)	(-5.217117e+02 3.032496e+01 4.286395e+02)	(1.761475e-02 3.055217e+00 -3.910632e+00)
3103          	(-5.216914e+02 3.337299e+01 4.247124e+02)	(-5.217091e+02 3.031784e+01 4.286230e+02)	(1.761936e-02 3.055152e+00 -3.910683e+00)
3104          	(-5.216902e+02 3.335811e+01 4.246920e+02)	(-5.217079e+02 3.030302e+01 4.286027e+02)	(1.761936e-02 3.055096e+00 -3.910742e+00)
3105          	(-5.216905e+02 3.336013e+01 4.246937e+02)	(-5.217081e+02 3.030509e+01 4.286046e+02)	(1.761837e-02 3.055043e+00 -3.910844e+00)
3106          	(-5.216929e+02 3.338132e+01 4.246587e+02)	(-5.217105e+02 3.032631e+01 4.285697e+02)	(1.761568e-02 3.055006e+00 -3.910980e+00)
3107          	(-5.216944e+02 3.339363e+01 4.246653e+02)	(-5.217121e+02 3.033871e+01 4.285763e+02)	(1.762547e-02 3.054925e+00 -3.911072e+00)
3108          	(-5.216926e+02 3.338716e+01 4.246602e+02)	(-5.217102e+02 3.033231e+01 4.285714e+02)	(1.763475e-02 3.054855e+00 -3.911180e+00)
3109          	(-5.216877e+02 3.336867e+01 4.246522e+02)	(-5.217054e+02 3.031390e+01 4.285634e+02)	(1.764523e-02 3.054773e+00 -3.911266e+00)
3110          	(-5.216868e+02 3.338332e+01 4.246353e+02)	(-5.217045e+02 3.032861e+01 4.285466e+02)	(1.765147e-02 3.054718e+00 -3.911351e+00)
3111          	(-5.216867e+02 3.339645e+01 4.246132e+02)	(-5.217044e+02 3.034179e+01 4.285247e+02)	(1.766219e-02 3.054656e+00 -3.911444e+00)
3112          	(-5.216857e+02 3.337973e+01 4.245990e+02)	(-5.217034e+02 3.032513e+01 4.285105e+02)	(1.767371e-02 3.054597e+00 -3.911547e+00)
3113          	(-5.216878e+02 3.339798e+01 4.245619e+02)	(-5.217055e+02 3.034346e+01 4.284735e+02)	(1.768985e-02 3.054522e+00 -3.911661e+00)
3114          	(-5.216903e+02 3.343347e+01 4.245292e+02)	(-5.217080e+02 3.037901e+01 4.284410e+02)	(1.770795e-02 3.054458e+00 -3.911784e+00)
3115          	(-5.216921e+02 3.345159e+01 4.245070e+02)	(-5.217098e+02 3.039719e+01 4.284189e+02)	(1.772822e-02 3.054393e+00 -3.911896e+00)
3116          	(-5.216912e+02 3.343163e+01 4.244925e+02)	(-5.217090e+02 3.037730e+01 4.284046e+02)	(1.774793e-02 3.054333e+00 -3.912022e+00)
3117          	(-5.216909e+02 3.343316e+01 4.244759e+02)	(-5.217087e+02 3.037891e+01 4.283880e+02)	(1.777240e-02 3.054248e+00 -3.912119e+00)
3118          	(-5.216911e+02 3.345363e+01 4.244664e+02)	(-5.217089e+02 3.039945e+01 4.283786e+02)	(1.779628e-02 3.054172e+00 -3.912230e+00)
3119          	(-5.216909e+02 3.346731e+01 4.244486e+02)	(-5.217087e+02 3.041321e+01 4.283609e+02)	(1.781822e-02 3.054105e+00 -3.912317e+00)
3120          	(-5.216897e+02 3.344378e+01 4.244393e+02)	(-5.217075e+02 3.038974e+01 4.283517e+02)	(1.784134e-02 3.054035e+00 -3.912421e+00)
3121          	(-5.216903e+02 3.344642e+01 4.244229e+02)	(-5.217082e+02 3.039247e+01 4.283354e+02)	(1.786482e-02 3.053948e+00 -3.912521e+00)
3122          	(-5.216928e+02 3.347019e+01 4.244100e+02)	(-5.217107e+02 3.041633e+01 4.283227e+02)	(1.789384e-02 3.053858e+00 -3.912660e+00)
3123          	(-5.216933e+02 3.347065e+01 4.243954e+02)	(-5.217112e+02 3.041689e+01 4.283082e+02)	(1.792693e-02 3.053761e+00 -3.912792e+00)
3124          	(-5.216946e+02 3.343481e+01 4.243941e+02)	(-5.217126e+02 3.038115e+01 4.283070e+02)	(1.796464e-02 3.053662e+00 -3.912934e+00)
3125          	(-5.216952e+02 3.342314e+01 4.243964e+02)	(-5.217132e+02 3.036962e+01 4.283095e+02)	(1.800993e-02 3.053520e+00 -3.913058e+00)
3126          	(-5.216990e+02 3.344707e+01 4.243935e+02)	(-5.217171e+02 3.039368e+01 4.283067e+02)	(1.805776e-02 3.053384e+00 -3.913179e+00)
3127          	(-5.217029e+02 3.349803e+01 4.243380e+02)	(-5.217209e+02 3.044441e+01 4.282515e+02)	(1.802266e-02 3.053619e+00 -3.913425e+00)
3128          	(-5.217210e+02 3.355316e+01 4.243213e+02)	(-5.217390e+02 3.049965e+01 4.282348e+02)	(1.804829e-02 3.053510e+00 -3.913522e+00)
3129          	(-5.216992e+02 3.339581e+01 4.243988e+02)	(-5.217173e+02 3.034253e+01 4.283123e+02)	(1.810722e-02 3.053283e+00 -3.913577e+00)
3130          	(-5.216972e+02 3.339944e+01 4.243917e+02)	(-5.217154e+02 3.034638e+01 4.283053e+02)	(1.817473e-02 3.053059e+00 -3.913606e+00)
3131          	(-5.216973e+02 3.339845e+01 4.243986e+02)	(-5.217156e+02 3.034556e+01 4.283123e+02)	(1.822777e-02 3.052889e+00 -3.913632e+00)
3132          	(-5.216968e+02 3.336381e+01 4.244016e+02)	(-5.217151e+02 3.031105e+01 4.283152e+02)	(1.827132e-02 3.052759e+00 -3.913659e+00)
3133          	(-5.216999e+02 3.337682e+01 4.244035e+02)	(-5.217182e+02 3.032422e+01 4.283172e+02)	(1.831137e-02 3.052606e+00 -3.913678e+00)
3134          	(-5.217023e+02 3.339151e+01 4.244084e+02)	(-5.217206e+02 3.033903e+01 4.283221e+02)	(1.834602e-02 3.052477e+00 -3.913716e+00)
3135          	(-5.217043e+02 3.340063e+01 4.244124e+02)	(-5.217226e+02 3.034826e+01 4.283261e+02)	(1.837604e-02 3.052364e+00 -3.913761e+00)
3136          	(-5.217034e+02 3.334809e+01 4.244213e+02)	(-5.217218e+02 3.029584e+01 4.283351e+02)	(1.840424e-02 3.052253e+00 -3.913821e+00)
3137          	(-5.217021e+02 3.333492e+01 4.244326e+02)	(-5.217205e+02 3.028278e+01 4.283465e+02)	(1.843094e-02 3.052136e+00 -3.913874e+00)
3138          	(-5.217023e+02 3.331594e+01 4.244392e+02)	(-5.217207e+02 3.026389e+01 4.283531e+02)	(1.845398e-02 3.052042e+00 -3.913936e+00)
3139          	(-5.217037e+02 3.332775e+01 4.244508e+02)	(-5.217222e+02 3.027581e+01 4.283648e+02)	(1.847548e-02 3.051944e+00 -3.913980e+00)
3140          	(-5.217043e+02 3.328357e+01 4.244687e+02)	(-5.217228e+02 3.023171e+01 4.283827e+02)	(1.849326e-02 3.051860e+00 -3.914015e+00)
3141          	(-5.217053e+02 3.328093e+01 4.244788e+02)	(-5.217238e+02 3.022916e+01 4.283929e+02)	(1.851009e-02 3.051769e+00 -3.914055e+00)
3142          	(-5.217089e+02 3.329115e+01 4.244908e+02)	(-5.217274e+02 3.023947e+01 4.284049e+02)	(1.852440e-02 3.051684e+00 -3.914098e+00)
3143          	(-5.217090e+02 3.325204e+01 4.245002e+02)	(-5.217276e+02 3.020045e+01 4.284144e+02)	(1.853745e-02 3.051596e+00 -3.914137e+00)
3144          	(-5.217111e+02 3.321239e+01 4.245272e+02)	(-5.217296e+02 3.016089e+01 4.284414e+02)	(1.855058e-02 3.051505e+00 -3.914190e+00)
3145          	(-5.217110e+02 3.322632e+01 4.245270e+02)	(-5.217295e+02 3.017490e+01 4.284412e+02)	(1.856307e-02 3.051423e+00 -3.914243e+00)
3146          	(-5.217081e+02 3.317767e+01 4.245356e+02)	(-5.217266e+02 3.012633e+01 4.284499e+02)	(1.857588e-02 3.051344e+00 -3.914308e+00)
3147          	(-5.217086e+02 3.316089e+01 4.245513e+02)	(-5.217272e+02 3.010965e+01 4.284656e+02)	(1.859078e-02 3.051243e+00 -3.914354e+00)
3148          	(-5.217106e+02 3.316272e+01 4.245622e+02)	(-5.217292e+02 3.011156e+01 4.284766e+02)	(1.860423e-02 3.051161e+00 -3.914412e+00)
3149          	(-5.217135e+02 3.316627e+01 4.245643e+02)	(-5.217322e+02 3.011519e+01 4.284787e+02)	(1.861715e-02 3.051086e+00 -3.914476e+00)
3150          	(-5.217094e+02 3.312445e+01 4.245549e+02)	(-5.217280e+02 3.007343e+01 4.284694e+02)	(1.862839e-02 3.051020e+00 -3.914546e+00)
3151          	(-5.217081e+02 3.313485e+01 4.245445e+02)	(-5.217267e+02 3.008394e+01 4.284591e+02)	(1.864167e-02 3.050915e+00 -3.914592e+00)
3152          	(-5.217072e+02 3.314832e+01 4.245432e+02)	(-5.217259e+02 3.009749e+01 4.284579e+02)	(1.865333e-02 3.050822e+00 -3.914641e+00)
3153          	(-5.217070e+02 3.315400e+01 4.245406e+02)	(-5.217256e+02 3.010327e+01 4.284553e+02)	(1.866348e-02 3.050729e+00 -3.914679e+00)
3154          	(-5.217034e+02 3.310618e+01 4.245433e+02)	(-5.217221e+02 3.005554e+01 4.284580e+02)	(1.867276e-02 3.050637e+00 -3.914720e+00)
3155          	(-5.217021e+02 3.309089e+01 4.245483e+02)	(-5.217208e+02 3.004036e+01 4.284631e+02)	(1.868261e-02 3.050522e+00 -3.914740e+00)
3156          	(-5.217024e+02 3.310396e+01 4.245497e+02)	(-5.217211e+02 3.005354e+01 4.284645e+02)	(1.869109e-02 3.050417e+00 -3.914774e+00)
3157          	(-5.217015e+02 3.309663e+01 4.245493e+02)	(-5.217202e+02 3.004632e+01 4.284641e+02)	(1.869892e-02 3.050311e+00 -3.914799e+00)
3158          	(-5.216969e+02 3.303865e+01 4.245531e+02)	(-5.217156e+02 2.998844e+01 4.284680e+02)	(1.870501e-02 3.050215e+00 -3.914832e+00)
3159          	(-5.216954e+02 3.302883e+01 4.245562e+02)	(-5.217141e+02 2.997875e+01 4.284710e+02)	(1.871312e-02 3.050081e+00 -3.914841e+00)
3160          	(-5.216950e+02 3.304067e+01 4.245545e+02)	(-5.217137e+02 2.999070e+01 4.284693e+02)	(1.871918e-02 3.049964e+00 -3.914857e+00)
3161          	(-5.216941e+02 3.304475e+01 4.245558e+02)	(-5.217128e+02 2.999490e+01 4.284707e+02)	(1.872334e-02 3.049855e+00 -3.914871e+00)
3162          	(-5.216906e+02 3.300367e+01 4.245547e+02)	(-5.217093e+02 2.995392e+01 4.284696e+02)	(1.872604e-02 3.049748e+00 -3.914888e+00)
3163          	(-5.216886e+02 3.298604e+01 4.245583e+02)	(-5.217074e+02 2.993641e+01 4.284732e+02)	(1.872870e-02 3.049626e+00 -3.914891e+00)
3164          	(-5.216893e+02 3.299594e+01 4.245603e+02)	(-5.217081e+02 2.994642e+01 4.284753e+02)	(1.872836e-02 3.049519e+00 -3.914904e+00)
3165          	(-5.216879e+02 3.296980e+01 4.245663e+02)	(-5.217066e+02 2.992039e+01 4.284812e+02)	(1.872684e-02 3.049410e+00 -3.914913e+00)
3166          	(-5.216861e+02 3.294703e+01 4.245678e+02)	(-5.217048e+02 2.989774e+01 4.284827e+02)	(1.872438e-02 3.049291e+00 -3.914925e+00)
3167          	(-5.216850e+02 3.295193e+01 4.245644e+02)	(-5.217037e+02 2.990275e+01 4.284794e+02)	(1.872051e-02 3.049178e+00 -3.914943e+00)
3168          	(-5.216832e+02 3.292985e+01 4.245621e+02)	(-5.217019e+02 2.988079e+01 4.284770e+02)	(1.871597e-02 3.049062e+00 -3.914962e+00)
3169          	(-5.216809e+02 3.291077e+01 4.245620e+02)	(-5.216996e+02 2.986183e+01 4.284769e+02)	(1.871119e-02 3.048938e+00 -3.914983e+00)
3170          	(-5.216807e+02 3.293075e+01 4.245545e+02)	(-5.216994e+02 2.988194e+01 4.284695e+02)	(1.870508e-02 3.048817e+00 -3.915007e+00)
3171          	(-5.216779e+02 3.290000e+01 4.245525e+02)	(-5.216966e+02 2.985131e+01 4.284675e+02)	(1.869871e-02 3.048696e+00 -3.915030e+00)
3172          	(-5.216758e+02 3.287881e+01 4.245480e+02)	(-5.216945e+02 2.983024e+01 4.284630e+02)	(1.869144e-02 3.048573e+00 -3.915054e+00)
3173          	(-5.216748e+02 3.288164e+01 4.245456e+02)	(-5.216935e+02 2.983319e+01 4.284607e+02)	(1.868293e-02 3.048454e+00 -3.915075e+00)
3174          	(-5.216717e+02 3.285484e+01 4.245426e+02)	(-5.216904e+02 2.980651e+01 4.284577e+02)	(1.867406e-02 3.048334e+00 -3.915095e+00)
3175          	(-5.216701e+02 3.284149e+01 4.245430e+02)	(-5.216887e+02 2.979329e+01 4.284581e+02)	(1.866512e-02 3.048201e+00 -3.915113e+00)
3176          	(-5.216677e+02 3.283798e+01 4.245438e+02)	(-5.216863e+02 2.978991e+01 4.284590e+02)	(1.865516e-02 3.048076e+00 -3.915140e+00)
3177          	(-5.216667e+02 3.282430e+01 4.245392e+02)	(-5.216854e+02 2.977636e+01 4.284544e+02)	(1.864490e-02 3.047946e+00 -3.915163e+00)
3178          	(-5.216645e+02 3.280492e+01 4.245350e+02)	(-5.216831e+02 2.975711e+01 4.284502e+02)	(1.863443e-02 3.047809e+00 -3.915190e+00)
3179          	(-5.216635e+02 3.281232e+01 4.245291e+02)	(-5.216821e+02 2.976464e+01 4.284444e+02)	(1.862358e-02 3.047677e+00 -3.915222e+00)
3180          	(-5.216608e+02 3.279198e+01 4.245254e+02)	(-5.216795e+02 2.974443e+01 4.284407e+02)	(1.861305e-02 3.047544e+00 -3.915251e+00)
3181          	(-5.216581e+02 3.277257e+01 4.245217e+02)	(-5.216767e+02 2.972516e+01 4.284370e+02)	(1.860273e-02 3.047408e+00 -3.915283e+00)
3182          	(-5.216568e+02 3.277563e+01 4.245169e+02)	(-5.216754e+02 2.972835e+01 4.284322e+02)	(1.859205e-02 3.047279e+00 -3.915316e+00)
3183          	(-5.216538e+02 3.275481e+01 4.245138e+02)	(-5.216724e+02 2.970767e+01 4.284292e+02)	(1.858129e-02 3.047149e+00 -3.915345e+00)
3184          	(-5.216505e+02 3.273149e+01 4.245096e+02)	(-5.216691e+02 2.968447e+01 4.284249e+02)	(1.857036e-02 3.047016e+00 -3.915375e+00)
3185          	(-5.216500e+02 3.275017e+01 4.245005e+02)	(-5.216685e+02 2.970328e+01 4.284160e+02)	(1.855846e-02 3.046888e+00 -3.915409e+00)
3186          	(-5.216455e+02 3.271939e+01 4.244955e+02)	(-5.216641e+02 2.967263e+01 4.284110e+02)	(1.854652e-02 3.046766e+00 -3.915436e+00)
3187          	(-5.216425e+02 3.269526e+01 4.244895e+02)	(-5.216610e+02 2.964862e+01 4.284049e+02)	(1.853438e-02 3.046645e+00 -3.915471e+00)
3188          	(-5.216400e+02 3.269486e+01 4.244840e+02)	(-5.216585e+02 2.964833e+01 4.283995e+02)	(1.852181e-02 3.046530e+00 -3.915506e+00)
3189          	(-5.216368e+02 3.267548e+01 4.244782e+02)	(-5.216553e+02 2.962907e+01 4.283937e+02)	(1.850894e-02 3.046418e+00 -3.915543e+00)
3190          	(-5.216336e+02 3.265906e+01 4.244743e+02)	(-5.216521e+02 2.961276e+01 4.283898e+02)	(1.849647e-02 3.046297e+00 -3.915580e+00)
3191          	(-5.216315e+02 3.266386e+01 4.244675e+02)	(-5.216499e+02 2.961767e+01 4.283831e+02)	(1.848305e-02 3.046189e+00 -3.915625e+00)
3192          	(-5.216283e+02 3.264380e+01 4.244580e+02)	(-5.216468e+02 2.959772e+01 4.283737e+02)	(1.846964e-02 3.046081e+00 -3.915665e+00)
3193          	(-5.216250e+02 3.262095e+01 4.244511e+02)	(-5.216435e+02 2.957499e+01 4.283668e+02)	(1.845625e-02 3.045959e+00 -3.915702e+00)
3194          	(-5.216203e+02 3.263156e+01 4.244292e+02)	(-5.216387e+02 2.958575e+01 4.283449e+02)	(1.843515e-02 3.045813e+00 -3.915717e+00)
3195          	(-5.216137e+02 3.267310e+01 4.243594e+02)	(-5.216321e+02 2.962747e+01 4.282750e+02)	(1.839817e-02 3.045627e+00 -3.915667e+00)
3196          	(-5.216144e+02 3.264833e+01 4.243513e+02)	(-5.216328e+02 2.960287e+01 4.282669e+02)	(1.836795e-02 3.045456e+00 -3.915645e+00)
3197          	(-5.216163e+02 3.262108e+01 4.243695e+02)	(-5.216347e+02 2.957577e+01 4.282851e+02)	(1.834776e-02 3.045309e+00 -3.915651e+00)
3198          	(-5.216081e+02 3.257067e+01 4.243675e+02)	(-5.216265e+02 2.952549e+01 4.282832e+02)	(1.833326e-02 3.045173e+00 -3.915664e+00)
3199          	(-5.216040e+02 3.254303e+01 4.243735e+02)	(-5.216223e+02 2.949800e+01 4.282891e+02)	(1.832281e-02 3.045033e+00 -3.915680e+00)
3200          	(-5.216004e+02 3.249919e+01 4.243726e+02)	(-5.216187e+02 2.945427e+01 4.282883e+02)	(1.831364e-02 3.044919e+00 -3.915721e+00)
3201          	(-5.215985e+02 3.252931e+01 4.243562e+02)	(-5.216169e+02 2.948452e+01 4.282720e+02)	(1.830576e-02 3.044789e+00 -3.915735e+00)
3202          	(-5.215935e+02 3.247791e+01 4.243495e+02)	(-5.216118e+02 2.943323e+01 4.282653e+02)	(1.829828e-02 3.044673e+00 -3.915761e+00)
3203          	(-5.215902e+02 3.246656e+01 4.243391e+02)	(-5.216085e+02 2.942200e+01 4.282549e+02)	(1.829088e-02 3.044566e+00 -3.915796e+00)
3204          	(-5.215872e+02 3.245832e+01 4.243350e+02)	(-5.216055e+02 2.941388e+01 4.282509e+02)	(1.828455e-02 3.044446e+00 -3.915832e+00)
3205          	(-5.215854e+02 3.247057e+01 4.243311e+02)	(-5.216037e+02 2.942622e+01 4.282469e+02)	(1.827680e-02 3.044343e+00 -3.915886e+00)
3206          	(-5.215791e+02 3.243056e+01 4.243303e+02)	(-5.215973e+02 2.938632e+01 4.282462e+02)	(1.826835e-02 3.044245e+00 -3.915951e+00)
3207          	(-5.215778e+02 3.242915e+01 4.243266e+02)	(-5.215961e+02 2.938501e+01 4.282426e+02)	(1.825995e-02 3.044136e+00 -3.916020e+00)
3208          	(-5.215741e+02 3.240812e+01 4.243263e+02)	(-5.215923e+02 2.936408e+01 4.282424e+02)	(1.825089e-02 3.044039e+00 -3.916117e+00)
3209          	(-5.215716e+02 3.239867e+01 4.243160e+02)	(-5.215899e+02 2.935472e+01 4.282322e+02)	(1.824137e-02 3.043945e+00 -3.916203e+00)
3210          	(-5.215675e+02 3.235589e+01 4.243197e+02)	(-5.215857e+02 2.931203e+01 4.282360e+02)	(1.823215e-02 3.043858e+00 -3.916319e+00)
3211          	(-5.215661e+02 3.237569e+01 4.243067e+02)	(-5.215844e+02 2.933192e+01 4.282231e+02)	(1.822261e-02 3.043770e+00 -3.916423e+00)
3212          	(-5.215594e+02 3.229531e+01 4.243170e+02)	(-5.215776e+02 2.925161e+01 4.282336e+02)	(1.821262e-02 3.043702e+00 -3.916561e+00)
3213          	(-5.215582e+02 3.231203e+01 4.243162e+02)	(-5.215765e+02 2.926844e+01 4.282329e+02)	(1.820514e-02 3.043594e+00 -3.916663e+00)
3214          	(-5.215562e+02 3.229455e+01 4.243281e+02)	(-5.215744e+02 2.925103e+01 4.282449e+02)	(1.819662e-02 3.043511e+00 -3.916801e+00)
3215          	(-5.215557e+02 3.231307e+01 4.243238e+02)	(-5.215739e+02 2.926964e+01 4.282407e+02)	(1.818765e-02 3.043429e+00 -3.916928e+00)
3216          	(-5.215512e+02 3.225277e+01 4.243282e+02)	(-5.215694e+02 2.920941e+01 4.282453e+02)	(1.817884e-02 3.043357e+00 -3.917081e+00)
3217          	(-5.215488e+02 3.224482e+01 4.243246e+02)	(-5.215669e+02 2.920156e+01 4.282418e+02)	(1.817141e-02 3.043261e+00 -3.917207e+00)
3218          	(-5.215459e+02 3.222472e+01 4.243368e+02)	(-5.215641e+02 2.918154e+01 4.282542e+02)	(1.816310e-02 3.043187e+00 -3.917365e+00)
3219          	(-5.215414e+02 3.220133e+01 4.243352e+02)	(-5.215595e+02 2.915822e+01 4.282527e+02)	(1.815469e-02 3.043106e+00 -3.917509e+00)
3220          	(-5.215363e+02 3.215999e+01 4.243409e+02)	(-5.215544e+02 2.911696e+01 4.282586e+02)	(1.814710e-02 3.043024e+00 -3.917666e+00)
3221          	(-5.215333e+02 3.217676e+01 4.243262e+02)	(-5.215515e+02 2.913381e+01 4.282440e+02)	(1.813872e-02 3.042945e+00 -3.917816e+00)
3222          	(-5.215284e+02 3.212970e+01 4.243268e+02)	(-5.215466e+02 2.908682e+01 4.282448e+02)	(1.813049e-02 3.042875e+00 -3.917984e+00)
3223          	(-5.215249e+02 3.211516e+01 4.243229e+02)	(-5.215431e+02 2.907237e+01 4.282410e+02)	(1.812268e-02 3.042795e+00 -3.918136e+00)
3224          	(-5.215227e+02 3.210192e+01 4.243308e+02)	(-5.215408e+02 2.905919e+01 4.282491e+02)	(1.811453e-02 3.042725e+00 -3.918309e+00)
3225          	(-5.215190e+02 3.206993e+01 4.243363e+02)	(-5.215371e+02 2.902727e+01 4.282548e+02)	(1.810589e-02 3.042655e+00 -3.918474e+00)
3226          	(-5.215161e+02 3.203336e+01 4.243511e+02)	(-5.215342e+02 2.899079e+01 4.282697e+02)	(1.809813e-02 3.042579e+00 -3.918645e+00)
3227          	(-5.215144e+02 3.203564e+01 4.243574e+02)	(-5.215325e+02 2.899314e+01 4.282762e+02)	(1.808962e-02 3.042502e+00 -3.918815e+00)
3228          	(-5.215104e+02 3.199417e+01 4.243650e+02)	(-5.215285e+02 2.895174e+01 4.282840e+02)	(1.808131e-02 3.042434e+00 -3.918995e+00)
3229          	(-5.215067e+02 3.196718e+01 4.243649e+02)	(-5.215247e+02 2.892481e+01 4.282840e+02)	(1.807329e-02 3.042362e+00 -3.919176e+00)
3230          	(-5.215044e+02 3.195882e+01 4.243610e+02)	(-5.215225e+02 2.891653e+01 4.282803e+02)	(1.806480e-02 3.042296e+00 -3.919362e+00)
3231          	(-5.215000e+02 3.190211e+01 4.243632e+02)	(-5.215181e+02 2.885988e+01 4.282827e+02)	(1.805560e-02 3.042238e+00 -3.919561e+00)
3232          	(-5.214977e+02 3.187497e+01 4.243760e+02)	(-5.215158e+02 2.883282e+01 4.282957e+02)	(1.804883e-02 3.042149e+00 -3.919737e+00)
3233          	(-5.214971e+02 3.186991e+01 4.243967e+02)	(-5.215151e+02 2.882783e+01 4.283167e+02)	(1.804053e-02 3.042079e+00 -3.919932e+00)
3234          	(-5.214960e+02 3.185772e+01 4.244143e+02)	(-5.215140e+02 2.881571e+01 4.283344e+02)	(1.803189e-02 3.042011e+00 -3.920126e+00)
3235          	(-5.214925e+02 3.179102e+01 4.244376e+02)	(-5.215106e+02 2.874907e+01 4.283580e+02)	(1.802287e-02 3.041950e+00 -3.920333e+00)
3236          	(-5.214912e+02 3.175452e+01 4.244635e+02)	(-5.215092e+02 2.871266e+01 4.283840e+02)	(1.801577e-02 3.041863e+00 -3.920519e+00)
3237          	(-5.214906e+02 3.174197e+01 4.244826e+02)	(-5.215086e+02 2.870018e+01 4.284033e+02)	(1.800743e-02 3.041793e+00 -3.920724e+00)
3238          	(-5.214888e+02 3.171691e+01 4.244959e+02)	(-5.215068e+02 2.867519e+01 4.284168e+02)	(1.799897e-02 3.041724e+00 -3.920928e+00)
3239          	(-5.214840e+02 3.165160e+01 4.245025e+02)	(-5.215020e+02 2.860993e+01 4.284236e+02)	(1.798987e-02 3.041666e+00 -3.921145e+00)
3240          	(-5.214816e+02 3.162571e+01 4.245091e+02)	(-5.214996e+02 2.858413e+01 4.284305e+02)	(1.798320e-02 3.041577e+00 -3.921341e+00)
3241          	(-5.214808e+02 3.162829e+01 4.245152e+02)	(-5.214987e+02 2.858678e+01 4.284368e+02)	(1.797519e-02 3.041507e+00 -3.921553e+00)
3242          	(-5.214791e+02 3.161860e+01 4.245212e+02)	(-5.214970e+02 2.857716e+01 4.284430e+02)	(1.796703e-02 3.041440e+00 -3.921767e+00)
3243          	(-5.214748e+02 3.155774e+01 4.245322e+02)	(-5.214927e+02 2.851636e+01 4.284542e+02)	(1.795820e-02 3.041380e+00 -3.921990e+00)
3244          	(-5.214729e+02 3.152390e+01 4.245505e+02)	(-5.214909e+02 2.848260e+01 4.284727e+02)	(1.795144e-02 3.041296e+00 -3.922193e+00)
3245          	(-5.214731e+02 3.150837e+01 4.245740e+02)	(-5.214910e+02 2.846714e+01 4.284964e+02)	(1.794441e-02 3.041232e+00 -3.922417e+00)
3246          	(-5.214719e+02 3.147813e+01 4.245919e+02)	(-5.214898e+02 2.843696e+01 4.285145e+02)	(1.793829e-02 3.041174e+00 -3.922643e+00)
