# Time        	(total_x total_y total_z)	(pressure_x pressure_y pressure_z)	(viscous_x viscous_y viscous_z)
2118          	(-1.591301e+01 1.623380e+03 3.917353e+03)	(-3.111686e+00 1.623576e+03 3.917618e+03)	(-1.280133e+01 -1.956761e-01 -2.648306e-01)
2119          	(-1.590619e+01 1.623389e+03 3.917379e+03)	(-3.104941e+00 1.623584e+03 3.917644e+03)	(-1.280125e+01 -1.956610e-01 -2.648082e-01)
2120          	(-1.590465e+01 1.623381e+03 3.917371e+03)	(-3.103465e+00 1.623577e+03 3.917635e+03)	(-1.280119e+01 -1.956477e-01 -2.647958e-01)
2121          	(-1.589923e+01 1.623388e+03 3.917393e+03)	(-3.098110e+00 1.623584e+03 3.917658e+03)	(-1.280112e+01 -1.956336e-01 -2.647717e-01)
2122          	(-1.589888e+01 1.623375e+03 3.917366e+03)	(-3.097825e+00 1.623571e+03 3.917631e+03)	(-1.280105e+01 -1.956189e-01 -2.647591e-01)
2123          	(-1.589296e+01 1.623386e+03 3.917397e+03)	(-3.091974e+00 1.623581e+03 3.917661e+03)	(-1.280098e+01 -1.956023e-01 -2.647351e-01)
2124          	(-1.589689e+01 1.623373e+03 3.917371e+03)	(-3.095960e+00 1.623568e+03 3.917636e+03)	(-1.280093e+01 -1.955875e-01 -2.647198e-01)
2125          	(-1.588930e+01 1.623383e+03 3.917401e+03)	(-3.088450e+00 1.623579e+03 3.917665e+03)	(-1.280085e+01 -1.955703e-01 -2.646996e-01)
2126          	(-1.588714e+01 1.623374e+03 3.917389e+03)	(-3.086349e+00 1.623569e+03 3.917654e+03)	(-1.280079e+01 -1.955529e-01 -2.646844e-01)
2127          	(-1.588147e+01 1.623386e+03 3.917420e+03)	(-3.080752e+00 1.623582e+03 3.917685e+03)	(-1.280072e+01 -1.955355e-01 -2.646612e-01)
2128          	(-1.588674e+01 1.623376e+03 3.917394e+03)	(-3.086068e+00 1.623572e+03 3.917659e+03)	(-1.280067e+01 -1.955197e-01 -2.646444e-01)
2129          	(-1.588009e+01 1.623380e+03 3.917412e+03)	(-3.079505e+00 1.623575e+03 3.917677e+03)	(-1.280059e+01 -1.955038e-01 -2.646279e-01)
2130          	(-1.587582e+01 1.623375e+03 3.917406e+03)	(-3.075297e+00 1.623570e+03 3.917671e+03)	(-1.280052e+01 -1.954859e-01 -2.646128e-01)
2131          	(-1.587071e+01 1.623382e+03 3.917435e+03)	(-3.070259e+00 1.623578e+03 3.917700e+03)	(-1.280045e+01 -1.954688e-01 -2.645918e-01)
2132          	(-1.587410e+01 1.623379e+03 3.917418e+03)	(-3.073705e+00 1.623574e+03 3.917683e+03)	(-1.280039e+01 -1.954525e-01 -2.645748e-01)
2133          	(-1.586805e+01 1.623386e+03 3.917443e+03)	(-3.067744e+00 1.623582e+03 3.917708e+03)	(-1.280031e+01 -1.954364e-01 -2.645592e-01)
2134          	(-1.586460e+01 1.623385e+03 3.917442e+03)	(-3.064370e+00 1.623580e+03 3.917706e+03)	(-1.280023e+01 -1.954185e-01 -2.645442e-01)
2135          	(-1.586070e+01 1.623392e+03 3.917467e+03)	(-3.060536e+00 1.623588e+03 3.917731e+03)	(-1.280016e+01 -1.954018e-01 -2.645247e-01)
2136          	(-1.586550e+01 1.623388e+03 3.917446e+03)	(-3.065395e+00 1.623584e+03 3.917710e+03)	(-1.280010e+01 -1.953843e-01 -2.645065e-01)
2137          	(-1.585941e+01 1.623396e+03 3.917469e+03)	(-3.059407e+00 1.623591e+03 3.917734e+03)	(-1.280001e+01 -1.953684e-01 -2.644925e-01)
2138          	(-1.585533e+01 1.623393e+03 3.917467e+03)	(-3.055404e+00 1.623588e+03 3.917731e+03)	(-1.279992e+01 -1.953496e-01 -2.644774e-01)
2139          	(-1.584994e+01 1.623399e+03 3.917494e+03)	(-3.050105e+00 1.623594e+03 3.917758e+03)	(-1.279984e+01 -1.953309e-01 -2.644576e-01)
2140          	(-1.585298e+01 1.623393e+03 3.917475e+03)	(-3.053211e+00 1.623589e+03 3.917739e+03)	(-1.279977e+01 -1.953119e-01 -2.644404e-01)
2141          	(-1.584652e+01 1.623399e+03 3.917496e+03)	(-3.046861e+00 1.623595e+03 3.917760e+03)	(-1.279966e+01 -1.952925e-01 -2.644251e-01)
2142          	(-1.584254e+01 1.623395e+03 3.917494e+03)	(-3.042978e+00 1.623591e+03 3.917758e+03)	(-1.279956e+01 -1.952698e-01 -2.644092e-01)
2143          	(-1.583931e+01 1.623405e+03 3.917518e+03)	(-3.039834e+00 1.623600e+03 3.917782e+03)	(-1.279947e+01 -1.952495e-01 -2.643891e-01)
2144          	(-1.584553e+01 1.623402e+03 3.917495e+03)	(-3.046123e+00 1.623597e+03 3.917760e+03)	(-1.279941e+01 -1.952263e-01 -2.643686e-01)
2145          	(-1.583869e+01 1.623412e+03 3.917523e+03)	(-3.039403e+00 1.623607e+03 3.917787e+03)	(-1.279929e+01 -1.952056e-01 -2.643565e-01)
2146          	(-1.583461e+01 1.623410e+03 3.917524e+03)	(-3.035427e+00 1.623605e+03 3.917788e+03)	(-1.279918e+01 -1.951812e-01 -2.643432e-01)
2147          	(-1.582922e+01 1.623419e+03 3.917554e+03)	(-3.030139e+00 1.623614e+03 3.917819e+03)	(-1.279908e+01 -1.951552e-01 -2.643242e-01)
2148          	(-1.583243e+01 1.623414e+03 3.917536e+03)	(-3.033442e+00 1.623609e+03 3.917800e+03)	(-1.279899e+01 -1.951287e-01 -2.643094e-01)
2149          	(-1.582617e+01 1.623420e+03 3.917556e+03)	(-3.027311e+00 1.623615e+03 3.917820e+03)	(-1.279886e+01 -1.951010e-01 -2.642950e-01)
2150          	(-1.582340e+01 1.623415e+03 3.917553e+03)	(-3.024638e+00 1.623611e+03 3.917818e+03)	(-1.279876e+01 -1.950686e-01 -2.642822e-01)
2151          	(-1.581964e+01 1.623424e+03 3.917578e+03)	(-3.021003e+00 1.623619e+03 3.917843e+03)	(-1.279864e+01 -1.950392e-01 -2.642645e-01)
2152          	(-1.581903e+01 1.623418e+03 3.917558e+03)	(-3.020509e+00 1.623613e+03 3.917822e+03)	(-1.279852e+01 -1.950064e-01 -2.642532e-01)
2153          	(-1.581424e+01 1.623425e+03 3.917585e+03)	(-3.015845e+00 1.623620e+03 3.917849e+03)	(-1.279840e+01 -1.949712e-01 -2.642336e-01)
2154          	(-1.581822e+01 1.623416e+03 3.917561e+03)	(-3.019922e+00 1.623611e+03 3.917825e+03)	(-1.279830e+01 -1.949346e-01 -2.642155e-01)
2155          	(-1.581193e+01 1.623426e+03 3.917587e+03)	(-3.013768e+00 1.623621e+03 3.917851e+03)	(-1.279816e+01 -1.948978e-01 -2.641993e-01)
2156          	(-1.580853e+01 1.623420e+03 3.917581e+03)	(-3.010500e+00 1.623615e+03 3.917845e+03)	(-1.279803e+01 -1.948584e-01 -2.641867e-01)
2157          	(-1.580443e+01 1.623429e+03 3.917608e+03)	(-3.006524e+00 1.623624e+03 3.917873e+03)	(-1.279791e+01 -1.948178e-01 -2.641668e-01)
2158          	(-1.580955e+01 1.623416e+03 3.917576e+03)	(-3.011744e+00 1.623611e+03 3.917840e+03)	(-1.279781e+01 -1.947715e-01 -2.641439e-01)
2159          	(-1.580130e+01 1.623413e+03 3.917599e+03)	(-3.003642e+00 1.623608e+03 3.917863e+03)	(-1.279766e+01 -1.947145e-01 -2.641008e-01)
2160          	(-1.579876e+01 1.623385e+03 3.917535e+03)	(-3.001223e+00 1.623579e+03 3.917799e+03)	(-1.279754e+01 -1.946213e-01 -2.640122e-01)
2161          	(-1.579777e+01 1.623396e+03 3.917557e+03)	(-3.000357e+00 1.623590e+03 3.917821e+03)	(-1.279742e+01 -1.945398e-01 -2.639388e-01)
2162          	(-1.580560e+01 1.623386e+03 3.917509e+03)	(-3.008290e+00 1.623580e+03 3.917773e+03)	(-1.279731e+01 -1.944707e-01 -2.638952e-01)
2163          	(-1.579891e+01 1.623390e+03 3.917537e+03)	(-3.001738e+00 1.623585e+03 3.917801e+03)	(-1.279717e+01 -1.944062e-01 -2.638606e-01)
2164          	(-1.579616e+01 1.623383e+03 3.917524e+03)	(-2.999115e+00 1.623578e+03 3.917788e+03)	(-1.279705e+01 -1.943428e-01 -2.638351e-01)
2165          	(-1.579254e+01 1.623390e+03 3.917553e+03)	(-2.995624e+00 1.623584e+03 3.917817e+03)	(-1.279692e+01 -1.942824e-01 -2.638049e-01)
2166          	(-1.579776e+01 1.623374e+03 3.917515e+03)	(-3.000960e+00 1.623568e+03 3.917779e+03)	(-1.279680e+01 -1.942236e-01 -2.637835e-01)
2167          	(-1.578970e+01 1.623372e+03 3.917530e+03)	(-2.993043e+00 1.623566e+03 3.917793e+03)	(-1.279665e+01 -1.941651e-01 -2.637614e-01)
2168          	(-1.578710e+01 1.623356e+03 3.917508e+03)	(-2.990578e+00 1.623550e+03 3.917772e+03)	(-1.279652e+01 -1.941065e-01 -2.637447e-01)
2169          	(-1.578435e+01 1.623355e+03 3.917520e+03)	(-2.987959e+00 1.623549e+03 3.917784e+03)	(-1.279639e+01 -1.940480e-01 -2.637204e-01)
2170          	(-1.578379e+01 1.623343e+03 3.917494e+03)	(-2.987549e+00 1.623537e+03 3.917757e+03)	(-1.279624e+01 -1.939902e-01 -2.637086e-01)
2171          	(-1.577698e+01 1.623347e+03 3.917521e+03)	(-2.980878e+00 1.623541e+03 3.917785e+03)	(-1.279610e+01 -1.939300e-01 -2.636845e-01)
2172          	(-1.578047e+01 1.623335e+03 3.917487e+03)	(-2.984500e+00 1.623529e+03 3.917751e+03)	(-1.279597e+01 -1.938721e-01 -2.636702e-01)
2173          	(-1.577511e+01 1.623336e+03 3.917501e+03)	(-2.979292e+00 1.623530e+03 3.917764e+03)	(-1.279582e+01 -1.938095e-01 -2.636472e-01)
2174          	(-1.577500e+01 1.623325e+03 3.917480e+03)	(-2.979320e+00 1.623519e+03 3.917744e+03)	(-1.279568e+01 -1.937477e-01 -2.636328e-01)
2175          	(-1.577506e+01 1.623329e+03 3.917496e+03)	(-2.979510e+00 1.623523e+03 3.917759e+03)	(-1.279555e+01 -1.936840e-01 -2.636082e-01)
2176          	(-1.577437e+01 1.623320e+03 3.917471e+03)	(-2.978975e+00 1.623513e+03 3.917734e+03)	(-1.279540e+01 -1.936214e-01 -2.635976e-01)
2177          	(-1.576874e+01 1.623325e+03 3.917495e+03)	(-2.973492e+00 1.623519e+03 3.917758e+03)	(-1.279525e+01 -1.935551e-01 -2.635717e-01)
2178          	(-1.577268e+01 1.623314e+03 3.917460e+03)	(-2.977573e+00 1.623508e+03 3.917723e+03)	(-1.279511e+01 -1.934925e-01 -2.635564e-01)
2179          	(-1.576877e+01 1.623320e+03 3.917484e+03)	(-2.973817e+00 1.623513e+03 3.917748e+03)	(-1.279496e+01 -1.934262e-01 -2.635310e-01)
2180          	(-1.576903e+01 1.623311e+03 3.917458e+03)	(-2.974214e+00 1.623504e+03 3.917721e+03)	(-1.279481e+01 -1.933622e-01 -2.635135e-01)
2181          	(-1.576918e+01 1.623315e+03 3.917479e+03)	(-2.974502e+00 1.623508e+03 3.917743e+03)	(-1.279468e+01 -1.932985e-01 -2.634837e-01)
2182          	(-1.576793e+01 1.623304e+03 3.917444e+03)	(-2.973399e+00 1.623497e+03 3.917708e+03)	(-1.279453e+01 -1.932360e-01 -2.634657e-01)
2183          	(-1.576100e+01 1.623304e+03 3.917479e+03)	(-2.966619e+00 1.623497e+03 3.917742e+03)	(-1.279438e+01 -1.931712e-01 -2.634330e-01)
2184          	(-1.576291e+01 1.623292e+03 3.917435e+03)	(-2.968660e+00 1.623485e+03 3.917698e+03)	(-1.279425e+01 -1.931107e-01 -2.634106e-01)
2185          	(-1.576012e+01 1.623296e+03 3.917457e+03)	(-2.966012e+00 1.623489e+03 3.917720e+03)	(-1.279411e+01 -1.930451e-01 -2.633771e-01)
2186          	(-1.576098e+01 1.623286e+03 3.917427e+03)	(-2.967011e+00 1.623479e+03 3.917690e+03)	(-1.279397e+01 -1.929819e-01 -2.633542e-01)
2187          	(-1.576179e+01 1.623291e+03 3.917448e+03)	(-2.967939e+00 1.623484e+03 3.917712e+03)	(-1.279385e+01 -1.929179e-01 -2.633189e-01)
2188          	(-1.576061e+01 1.623281e+03 3.917415e+03)	(-2.966906e+00 1.623474e+03 3.917678e+03)	(-1.279371e+01 -1.928554e-01 -2.632989e-01)
2189          	(-1.575518e+01 1.623287e+03 3.917447e+03)	(-2.961604e+00 1.623480e+03 3.917710e+03)	(-1.279358e+01 -1.927894e-01 -2.632627e-01)
2190          	(-1.575698e+01 1.623279e+03 3.917412e+03)	(-2.963531e+00 1.623472e+03 3.917675e+03)	(-1.279345e+01 -1.927280e-01 -2.632378e-01)
2191          	(-1.575901e+01 1.623287e+03 3.917431e+03)	(-2.965676e+00 1.623479e+03 3.917694e+03)	(-1.279334e+01 -1.926659e-01 -2.631994e-01)
2192          	(-1.575924e+01 1.623279e+03 3.917400e+03)	(-2.966027e+00 1.623472e+03 3.917663e+03)	(-1.279321e+01 -1.926067e-01 -2.631778e-01)
2193          	(-1.575379e+01 1.623287e+03 3.917437e+03)	(-2.960703e+00 1.623480e+03 3.917700e+03)	(-1.279309e+01 -1.925445e-01 -2.631406e-01)
2194          	(-1.575585e+01 1.623281e+03 3.917406e+03)	(-2.962859e+00 1.623473e+03 3.917669e+03)	(-1.279299e+01 -1.924869e-01 -2.631161e-01)
2195          	(-1.575952e+01 1.623295e+03 3.917433e+03)	(-2.966625e+00 1.623488e+03 3.917696e+03)	(-1.279289e+01 -1.924287e-01 -2.630792e-01)
2196          	(-1.576113e+01 1.623291e+03 3.917404e+03)	(-2.968343e+00 1.623484e+03 3.917667e+03)	(-1.279278e+01 -1.923736e-01 -2.630598e-01)
2197          	(-1.575776e+01 1.623308e+03 3.917446e+03)	(-2.965070e+00 1.623500e+03 3.917709e+03)	(-1.279269e+01 -1.923157e-01 -2.630247e-01)
2198          	(-1.576094e+01 1.623302e+03 3.917415e+03)	(-2.968336e+00 1.623494e+03 3.917678e+03)	(-1.279260e+01 -1.922636e-01 -2.630039e-01)
2199          	(-1.576793e+01 1.623324e+03 3.917433e+03)	(-2.975397e+00 1.623516e+03 3.917696e+03)	(-1.279254e+01 -1.922095e-01 -2.629680e-01)
2200          	(-1.576770e+01 1.623315e+03 3.917408e+03)	(-2.975254e+00 1.623508e+03 3.917671e+03)	(-1.279244e+01 -1.921613e-01 -2.629541e-01)
2201          	(-1.576234e+01 1.623327e+03 3.917447e+03)	(-2.969972e+00 1.623519e+03 3.917709e+03)	(-1.279236e+01 -1.921098e-01 -2.629231e-01)
2202          	(-1.576379e+01 1.623320e+03 3.917418e+03)	(-2.971485e+00 1.623512e+03 3.917681e+03)	(-1.279230e+01 -1.920641e-01 -2.629043e-01)
2203          	(-1.576592e+01 1.623332e+03 3.917441e+03)	(-2.973677e+00 1.623524e+03 3.917704e+03)	(-1.279225e+01 -1.920180e-01 -2.628723e-01)
2204          	(-1.576672e+01 1.623321e+03 3.917406e+03)	(-2.974542e+00 1.623513e+03 3.917669e+03)	(-1.279218e+01 -1.919766e-01 -2.628573e-01)
2205          	(-1.576292e+01 1.623336e+03 3.917452e+03)	(-2.970790e+00 1.623528e+03 3.917715e+03)	(-1.279213e+01 -1.919332e-01 -2.628273e-01)
2206          	(-1.576607e+01 1.623326e+03 3.917407e+03)	(-2.973981e+00 1.623518e+03 3.917669e+03)	(-1.279209e+01 -1.918964e-01 -2.628096e-01)
2207          	(-1.576460e+01 1.623337e+03 3.917430e+03)	(-2.972564e+00 1.623529e+03 3.917693e+03)	(-1.279204e+01 -1.918552e-01 -2.627787e-01)
2208          	(-1.576798e+01 1.623326e+03 3.917396e+03)	(-2.975981e+00 1.623518e+03 3.917659e+03)	(-1.279200e+01 -1.918201e-01 -2.627624e-01)
2209          	(-1.576541e+01 1.623339e+03 3.917426e+03)	(-2.973447e+00 1.623531e+03 3.917689e+03)	(-1.279196e+01 -1.917810e-01 -2.627333e-01)
2210          	(-1.576747e+01 1.623329e+03 3.917392e+03)	(-2.975540e+00 1.623520e+03 3.917655e+03)	(-1.279193e+01 -1.917473e-01 -2.627184e-01)
2211          	(-1.576964e+01 1.623342e+03 3.917420e+03)	(-2.977720e+00 1.623533e+03 3.917683e+03)	(-1.279192e+01 -1.917124e-01 -2.626878e-01)
2212          	(-1.576957e+01 1.623328e+03 3.917381e+03)	(-2.977687e+00 1.623520e+03 3.917644e+03)	(-1.279188e+01 -1.916823e-01 -2.626784e-01)
2213          	(-1.576408e+01 1.623340e+03 3.917421e+03)	(-2.972224e+00 1.623532e+03 3.917684e+03)	(-1.279186e+01 -1.916480e-01 -2.626506e-01)
2214          	(-1.576551e+01 1.623327e+03 3.917380e+03)	(-2.973669e+00 1.623518e+03 3.917643e+03)	(-1.279184e+01 -1.916173e-01 -2.626362e-01)
2215          	(-1.576715e+01 1.623337e+03 3.917405e+03)	(-2.975317e+00 1.623529e+03 3.917667e+03)	(-1.279183e+01 -1.915860e-01 -2.626070e-01)
2216          	(-1.576901e+01 1.623326e+03 3.917361e+03)	(-2.977204e+00 1.623517e+03 3.917624e+03)	(-1.279181e+01 -1.915591e-01 -2.625972e-01)
2217          	(-1.576506e+01 1.623337e+03 3.917407e+03)	(-2.973257e+00 1.623529e+03 3.917669e+03)	(-1.279180e+01 -1.915295e-01 -2.625691e-01)
2218          	(-1.576813e+01 1.623323e+03 3.917351e+03)	(-2.976324e+00 1.623515e+03 3.917613e+03)	(-1.279180e+01 -1.915083e-01 -2.625563e-01)
2219          	(-1.576476e+01 1.623332e+03 3.917383e+03)	(-2.972964e+00 1.623524e+03 3.917645e+03)	(-1.279180e+01 -1.914832e-01 -2.625267e-01)
2220          	(-1.576758e+01 1.623317e+03 3.917334e+03)	(-2.975775e+00 1.623509e+03 3.917596e+03)	(-1.279181e+01 -1.914648e-01 -2.625140e-01)
2221          	(-1.576885e+01 1.623329e+03 3.917367e+03)	(-2.977020e+00 1.623520e+03 3.917629e+03)	(-1.279183e+01 -1.914452e-01 -2.624818e-01)
2222          	(-1.576939e+01 1.623313e+03 3.917315e+03)	(-2.977558e+00 1.623505e+03 3.917577e+03)	(-1.279183e+01 -1.914321e-01 -2.624745e-01)
2223          	(-1.576280e+01 1.623319e+03 3.917355e+03)	(-2.970950e+00 1.623510e+03 3.917618e+03)	(-1.279185e+01 -1.914149e-01 -2.624458e-01)
2224          	(-1.576602e+01 1.623312e+03 3.917310e+03)	(-2.974151e+00 1.623504e+03 3.917572e+03)	(-1.279187e+01 -1.914034e-01 -2.624352e-01)
2225          	(-1.576725e+01 1.623315e+03 3.917335e+03)	(-2.975347e+00 1.623507e+03 3.917598e+03)	(-1.279191e+01 -1.913887e-01 -2.624051e-01)
2226          	(-1.576819e+01 1.623300e+03 3.917278e+03)	(-2.976273e+00 1.623492e+03 3.917541e+03)	(-1.279192e+01 -1.913803e-01 -2.623999e-01)
2227          	(-1.576124e+01 1.623303e+03 3.917319e+03)	(-2.969292e+00 1.623495e+03 3.917581e+03)	(-1.279195e+01 -1.913668e-01 -2.623723e-01)
2228          	(-1.576335e+01 1.623287e+03 3.917261e+03)	(-2.971367e+00 1.623478e+03 3.917523e+03)	(-1.279198e+01 -1.913588e-01 -2.623644e-01)
2229          	(-1.576588e+01 1.623290e+03 3.917284e+03)	(-2.973851e+00 1.623481e+03 3.917547e+03)	(-1.279203e+01 -1.913462e-01 -2.623347e-01)
2230          	(-1.576618e+01 1.623272e+03 3.917224e+03)	(-2.974127e+00 1.623464e+03 3.917486e+03)	(-1.279205e+01 -1.913415e-01 -2.623364e-01)
2231          	(-1.575860e+01 1.623275e+03 3.917267e+03)	(-2.966526e+00 1.623467e+03 3.917529e+03)	(-1.279207e+01 -1.913307e-01 -2.623131e-01)
2232          	(-1.575965e+01 1.623259e+03 3.917214e+03)	(-2.967540e+00 1.623450e+03 3.917476e+03)	(-1.279211e+01 -1.913239e-01 -2.623081e-01)
2233          	(-1.575879e+01 1.623254e+03 3.917233e+03)	(-2.966637e+00 1.623446e+03 3.917495e+03)	(-1.279215e+01 -1.913108e-01 -2.622785e-01)
2234          	(-1.575784e+01 1.623231e+03 3.917173e+03)	(-2.965663e+00 1.623423e+03 3.917436e+03)	(-1.279217e+01 -1.913052e-01 -2.622772e-01)
2235          	(-1.575116e+01 1.623235e+03 3.917204e+03)	(-2.958965e+00 1.623426e+03 3.917466e+03)	(-1.279220e+01 -1.912929e-01 -2.622503e-01)
2236          	(-1.575539e+01 1.623210e+03 3.917140e+03)	(-2.963158e+00 1.623402e+03 3.917402e+03)	(-1.279223e+01 -1.912848e-01 -2.622456e-01)
2237          	(-1.575101e+01 1.623217e+03 3.917164e+03)	(-2.958757e+00 1.623408e+03 3.917426e+03)	(-1.279225e+01 -1.912686e-01 -2.622212e-01)
2238          	(-1.575288e+01 1.623194e+03 3.917110e+03)	(-2.960592e+00 1.623385e+03 3.917373e+03)	(-1.279229e+01 -1.912561e-01 -2.622187e-01)
2239          	(-1.575438e+01 1.623198e+03 3.917127e+03)	(-2.962051e+00 1.623389e+03 3.917389e+03)	(-1.279233e+01 -1.912370e-01 -2.621931e-01)
2240          	(-1.575341e+01 1.623175e+03 3.917075e+03)	(-2.961078e+00 1.623367e+03 3.917337e+03)	(-1.279234e+01 -1.912231e-01 -2.621991e-01)
2241          	(-1.574551e+01 1.623181e+03 3.917111e+03)	(-2.953164e+00 1.623373e+03 3.917373e+03)	(-1.279235e+01 -1.912020e-01 -2.621806e-01)
2242          	(-1.574612e+01 1.623157e+03 3.917057e+03)	(-2.953753e+00 1.623349e+03 3.917320e+03)	(-1.279237e+01 -1.911846e-01 -2.621815e-01)
2243          	(-1.574674e+01 1.623162e+03 3.917070e+03)	(-2.954347e+00 1.623353e+03 3.917332e+03)	(-1.279239e+01 -1.911632e-01 -2.621629e-01)
2244          	(-1.574616e+01 1.623138e+03 3.917017e+03)	(-2.953763e+00 1.623329e+03 3.917279e+03)	(-1.279239e+01 -1.911456e-01 -2.621696e-01)
2245          	(-1.574206e+01 1.623138e+03 3.917041e+03)	(-2.949654e+00 1.623329e+03 3.917303e+03)	(-1.279241e+01 -1.911205e-01 -2.621554e-01)
2246          	(-1.574216e+01 1.623120e+03 3.916991e+03)	(-2.949748e+00 1.623311e+03 3.917253e+03)	(-1.279241e+01 -1.911028e-01 -2.621603e-01)
2247          	(-1.573885e+01 1.623118e+03 3.916996e+03)	(-2.946444e+00 1.623310e+03 3.917258e+03)	(-1.279240e+01 -1.910790e-01 -2.621476e-01)
2248          	(-1.573929e+01 1.623096e+03 3.916944e+03)	(-2.946882e+00 1.623287e+03 3.917206e+03)	(-1.279240e+01 -1.910585e-01 -2.621531e-01)
2249          	(-1.574042e+01 1.623094e+03 3.916953e+03)	(-2.948009e+00 1.623285e+03 3.917216e+03)	(-1.279241e+01 -1.910337e-01 -2.621386e-01)
2250          	(-1.573868e+01 1.623074e+03 3.916906e+03)	(-2.946304e+00 1.623265e+03 3.917169e+03)	(-1.279238e+01 -1.910136e-01 -2.621509e-01)
2251          	(-1.573177e+01 1.623074e+03 3.916931e+03)	(-2.939421e+00 1.623265e+03 3.917194e+03)	(-1.279235e+01 -1.909870e-01 -2.621413e-01)
2252          	(-1.573172e+01 1.623053e+03 3.916887e+03)	(-2.939404e+00 1.623244e+03 3.917149e+03)	(-1.279232e+01 -1.909632e-01 -2.621500e-01)
2253          	(-1.573198e+01 1.623051e+03 3.916892e+03)	(-2.939692e+00 1.623242e+03 3.917154e+03)	(-1.279229e+01 -1.909352e-01 -2.621410e-01)
2254          	(-1.573006e+01 1.623025e+03 3.916833e+03)	(-2.937831e+00 1.623216e+03 3.917095e+03)	(-1.279223e+01 -1.909104e-01 -2.621568e-01)
2255          	(-1.572336e+01 1.623020e+03 3.916851e+03)	(-2.931183e+00 1.623211e+03 3.917113e+03)	(-1.279217e+01 -1.908793e-01 -2.621509e-01)
2256          	(-1.572629e+01 1.622996e+03 3.916794e+03)	(-2.934174e+00 1.623187e+03 3.917056e+03)	(-1.279212e+01 -1.908526e-01 -2.621648e-01)
2257          	(-1.572176e+01 1.622995e+03 3.916805e+03)	(-2.929726e+00 1.623185e+03 3.917067e+03)	(-1.279203e+01 -1.908199e-01 -2.621621e-01)
2258          	(-1.572192e+01 1.622971e+03 3.916754e+03)	(-2.929970e+00 1.623162e+03 3.917016e+03)	(-1.279195e+01 -1.907905e-01 -2.621769e-01)
2259          	(-1.572177e+01 1.622967e+03 3.916762e+03)	(-2.929902e+00 1.623158e+03 3.917024e+03)	(-1.279187e+01 -1.907576e-01 -2.621730e-01)
2260          	(-1.571984e+01 1.622941e+03 3.916704e+03)	(-2.928090e+00 1.623132e+03 3.916966e+03)	(-1.279175e+01 -1.907277e-01 -2.621935e-01)
2261          	(-1.571248e+01 1.622935e+03 3.916722e+03)	(-2.920855e+00 1.623125e+03 3.916985e+03)	(-1.279163e+01 -1.906917e-01 -2.621918e-01)
2262          	(-1.571350e+01 1.622911e+03 3.916666e+03)	(-2.921997e+00 1.623102e+03 3.916928e+03)	(-1.279150e+01 -1.906597e-01 -2.622088e-01)
2263          	(-1.571523e+01 1.622908e+03 3.916673e+03)	(-2.923853e+00 1.623099e+03 3.916935e+03)	(-1.279138e+01 -1.906231e-01 -2.622048e-01)
2264          	(-1.571341e+01 1.622884e+03 3.916616e+03)	(-2.922199e+00 1.623074e+03 3.916878e+03)	(-1.279121e+01 -1.905913e-01 -2.622273e-01)
2265          	(-1.570731e+01 1.622881e+03 3.916640e+03)	(-2.916248e+00 1.623072e+03 3.916902e+03)	(-1.279106e+01 -1.905539e-01 -2.622235e-01)
2266          	(-1.570817e+01 1.622859e+03 3.916587e+03)	(-2.917259e+00 1.623049e+03 3.916849e+03)	(-1.279091e+01 -1.905212e-01 -2.622385e-01)
2267          	(-1.570970e+01 1.622856e+03 3.916592e+03)	(-2.918945e+00 1.623047e+03 3.916854e+03)	(-1.279075e+01 -1.904852e-01 -2.622346e-01)
2268          	(-1.570882e+01 1.622832e+03 3.916531e+03)	(-2.918253e+00 1.623023e+03 3.916793e+03)	(-1.279056e+01 -1.904532e-01 -2.622553e-01)
2269          	(-1.570233e+01 1.622827e+03 3.916551e+03)	(-2.911958e+00 1.623017e+03 3.916813e+03)	(-1.279037e+01 -1.904151e-01 -2.622533e-01)
2270          	(-1.570467e+01 1.622803e+03 3.916492e+03)	(-2.914491e+00 1.622994e+03 3.916754e+03)	(-1.279018e+01 -1.903820e-01 -2.622704e-01)
2271          	(-1.570114e+01 1.622800e+03 3.916501e+03)	(-2.911169e+00 1.622991e+03 3.916764e+03)	(-1.278997e+01 -1.903429e-01 -2.622695e-01)
2272          	(-1.570270e+01 1.622776e+03 3.916443e+03)	(-2.912952e+00 1.622966e+03 3.916705e+03)	(-1.278975e+01 -1.903081e-01 -2.622868e-01)
2273          	(-1.569849e+01 1.622770e+03 3.916451e+03)	(-2.908972e+00 1.622960e+03 3.916714e+03)	(-1.278952e+01 -1.902672e-01 -2.622868e-01)
2274          	(-1.570097e+01 1.622746e+03 3.916395e+03)	(-2.911683e+00 1.622937e+03 3.916657e+03)	(-1.278929e+01 -1.902312e-01 -2.623042e-01)
2275          	(-1.569639e+01 1.622743e+03 3.916407e+03)	(-2.907355e+00 1.622933e+03 3.916669e+03)	(-1.278903e+01 -1.901897e-01 -2.623048e-01)
2276          	(-1.569632e+01 1.622716e+03 3.916350e+03)	(-2.907540e+00 1.622907e+03 3.916612e+03)	(-1.278878e+01 -1.901513e-01 -2.623215e-01)
2277          	(-1.569553e+01 1.622711e+03 3.916359e+03)	(-2.907015e+00 1.622901e+03 3.916621e+03)	(-1.278852e+01 -1.901106e-01 -2.623205e-01)
