# Time        	(total_x total_y total_z)	(pressure_x pressure_y pressure_z)	(viscous_x viscous_y viscous_z)
799           	(-1.223089e+01 1.614569e+03 3.900382e+03)	(5.446538e-01 1.614750e+03 3.900698e+03)	(-1.277555e+01 -1.801853e-01 -3.159201e-01)
800           	(-1.223731e+01 1.614550e+03 3.900362e+03)	(5.374588e-01 1.614730e+03 3.900678e+03)	(-1.277477e+01 -1.801852e-01 -3.159564e-01)
801           	(-1.223692e+01 1.614532e+03 3.900351e+03)	(5.370477e-01 1.614712e+03 3.900667e+03)	(-1.277397e+01 -1.801890e-01 -3.159919e-01)
802           	(-1.223650e+01 1.614513e+03 3.900336e+03)	(5.366698e-01 1.614693e+03 3.900652e+03)	(-1.277317e+01 -1.801916e-01 -3.160204e-01)
803           	(-1.224025e+01 1.614489e+03 3.900299e+03)	(5.321060e-01 1.614669e+03 3.900615e+03)	(-1.277236e+01 -1.801962e-01 -3.160454e-01)
804           	(-1.224566e+01 1.614461e+03 3.900266e+03)	(5.258949e-01 1.614642e+03 3.900582e+03)	(-1.277155e+01 -1.802011e-01 -3.160669e-01)
805           	(-1.224428e+01 1.614439e+03 3.900254e+03)	(5.264429e-01 1.614619e+03 3.900570e+03)	(-1.277073e+01 -1.802098e-01 -3.160874e-01)
806           	(-1.224290e+01 1.614420e+03 3.900248e+03)	(5.270004e-01 1.614601e+03 3.900565e+03)	(-1.276990e+01 -1.802190e-01 -3.161014e-01)
807           	(-1.224505e+01 1.614392e+03 3.900211e+03)	(5.240120e-01 1.614572e+03 3.900527e+03)	(-1.276906e+01 -1.802283e-01 -3.161113e-01)
808           	(-1.225149e+01 1.614369e+03 3.900179e+03)	(5.167394e-01 1.614549e+03 3.900495e+03)	(-1.276823e+01 -1.802374e-01 -3.161183e-01)
809           	(-1.224897e+01 1.614350e+03 3.900176e+03)	(5.184119e-01 1.614531e+03 3.900492e+03)	(-1.276738e+01 -1.802503e-01 -3.161252e-01)
810           	(-1.224570e+01 1.614331e+03 3.900175e+03)	(5.208268e-01 1.614511e+03 3.900491e+03)	(-1.276653e+01 -1.802627e-01 -3.161254e-01)
811           	(-1.224740e+01 1.614295e+03 3.900125e+03)	(5.182751e-01 1.614475e+03 3.900441e+03)	(-1.276568e+01 -1.802768e-01 -3.161233e-01)
812           	(-1.225495e+01 1.614265e+03 3.900079e+03)	(5.098793e-01 1.614445e+03 3.900395e+03)	(-1.276483e+01 -1.802900e-01 -3.161193e-01)
813           	(-1.225477e+01 1.614236e+03 3.900048e+03)	(5.091974e-01 1.614416e+03 3.900364e+03)	(-1.276397e+01 -1.803063e-01 -3.161170e-01)
814           	(-1.225094e+01 1.614231e+03 3.900059e+03)	(5.121986e-01 1.614411e+03 3.900375e+03)	(-1.276314e+01 -1.803226e-01 -3.161088e-01)
815           	(-1.225524e+01 1.614213e+03 3.900037e+03)	(5.070575e-01 1.614394e+03 3.900353e+03)	(-1.276229e+01 -1.803423e-01 -3.161006e-01)
816           	(-1.227378e+01 1.614194e+03 3.899987e+03)	(4.876706e-01 1.614374e+03 3.900303e+03)	(-1.276145e+01 -1.803604e-01 -3.160928e-01)
817           	(-1.227574e+01 1.614159e+03 3.899945e+03)	(4.848576e-01 1.614340e+03 3.900261e+03)	(-1.276059e+01 -1.803805e-01 -3.160883e-01)
818           	(-1.226575e+01 1.614098e+03 3.899915e+03)	(4.940101e-01 1.614279e+03 3.900231e+03)	(-1.275976e+01 -1.804020e-01 -3.160759e-01)
819           	(-1.226627e+01 1.614068e+03 3.899867e+03)	(4.926385e-01 1.614248e+03 3.900183e+03)	(-1.275891e+01 -1.804250e-01 -3.160636e-01)
820           	(-1.227283e+01 1.614028e+03 3.899806e+03)	(4.852510e-01 1.614209e+03 3.900122e+03)	(-1.275808e+01 -1.804474e-01 -3.160508e-01)
821           	(-1.227437e+01 1.613996e+03 3.899762e+03)	(4.828496e-01 1.614177e+03 3.900079e+03)	(-1.275722e+01 -1.804729e-01 -3.160416e-01)
822           	(-1.227623e+01 1.613969e+03 3.899733e+03)	(4.801518e-01 1.614150e+03 3.900049e+03)	(-1.275638e+01 -1.804967e-01 -3.160289e-01)
823           	(-1.228250e+01 1.613946e+03 3.899695e+03)	(4.730346e-01 1.614126e+03 3.900011e+03)	(-1.275553e+01 -1.805220e-01 -3.160161e-01)
824           	(-1.229081e+01 1.613921e+03 3.899661e+03)	(4.638752e-01 1.614101e+03 3.899977e+03)	(-1.275469e+01 -1.805473e-01 -3.160025e-01)
825           	(-1.229102e+01 1.613893e+03 3.899640e+03)	(4.628037e-01 1.614074e+03 3.899956e+03)	(-1.275383e+01 -1.805759e-01 -3.159915e-01)
826           	(-1.229121e+01 1.613869e+03 3.899628e+03)	(4.617640e-01 1.614049e+03 3.899944e+03)	(-1.275297e+01 -1.806023e-01 -3.159760e-01)
827           	(-1.229590e+01 1.613845e+03 3.899604e+03)	(4.562138e-01 1.614026e+03 3.899920e+03)	(-1.275211e+01 -1.806327e-01 -3.159599e-01)
828           	(-1.230042e+01 1.613802e+03 3.899567e+03)	(4.508433e-01 1.613983e+03 3.899883e+03)	(-1.275126e+01 -1.806678e-01 -3.159421e-01)
829           	(-1.229456e+01 1.613739e+03 3.899520e+03)	(4.558317e-01 1.613919e+03 3.899836e+03)	(-1.275039e+01 -1.807128e-01 -3.159253e-01)
830           	(-1.228335e+01 1.613640e+03 3.899443e+03)	(4.661951e-01 1.613821e+03 3.899759e+03)	(-1.274954e+01 -1.807679e-01 -3.159011e-01)
831           	(-1.226634e+01 1.613486e+03 3.899289e+03)	(4.823706e-01 1.613667e+03 3.899605e+03)	(-1.274871e+01 -1.808414e-01 -3.158715e-01)
832           	(-1.225413e+01 1.613363e+03 3.899170e+03)	(4.937696e-01 1.613544e+03 3.899486e+03)	(-1.274790e+01 -1.809183e-01 -3.158357e-01)
833           	(-1.225151e+01 1.613330e+03 3.899147e+03)	(4.955591e-01 1.613511e+03 3.899463e+03)	(-1.274706e+01 -1.809972e-01 -3.157999e-01)
834           	(-1.225402e+01 1.613319e+03 3.899155e+03)	(4.922268e-01 1.613500e+03 3.899471e+03)	(-1.274624e+01 -1.810737e-01 -3.157570e-01)
835           	(-1.225148e+01 1.613269e+03 3.899112e+03)	(4.939479e-01 1.613450e+03 3.899428e+03)	(-1.274542e+01 -1.811490e-01 -3.157103e-01)
836           	(-1.225619e+01 1.613234e+03 3.899080e+03)	(4.884265e-01 1.613415e+03 3.899395e+03)	(-1.274462e+01 -1.812232e-01 -3.156606e-01)
837           	(-1.225453e+01 1.613204e+03 3.899059e+03)	(4.892649e-01 1.613385e+03 3.899375e+03)	(-1.274379e+01 -1.813014e-01 -3.156124e-01)
838           	(-1.225334e+01 1.613171e+03 3.899034e+03)	(4.896408e-01 1.613352e+03 3.899350e+03)	(-1.274298e+01 -1.813777e-01 -3.155581e-01)
839           	(-1.225780e+01 1.613136e+03 3.898983e+03)	(4.843706e-01 1.613318e+03 3.899299e+03)	(-1.274217e+01 -1.814556e-01 -3.155018e-01)
840           	(-1.226263e+01 1.613090e+03 3.898929e+03)	(4.787457e-01 1.613271e+03 3.899245e+03)	(-1.274138e+01 -1.815327e-01 -3.154425e-01)
841           	(-1.225982e+01 1.613048e+03 3.898892e+03)	(4.807466e-01 1.613230e+03 3.899207e+03)	(-1.274056e+01 -1.816140e-01 -3.153850e-01)
842           	(-1.225566e+01 1.612999e+03 3.898855e+03)	(4.841009e-01 1.613180e+03 3.899170e+03)	(-1.273976e+01 -1.816943e-01 -3.153212e-01)
843           	(-1.225487e+01 1.612942e+03 3.898780e+03)	(4.840912e-01 1.613123e+03 3.899095e+03)	(-1.273896e+01 -1.817774e-01 -3.152561e-01)
844           	(-1.225878e+01 1.612888e+03 3.898714e+03)	(4.793891e-01 1.613070e+03 3.899029e+03)	(-1.273817e+01 -1.818661e-01 -3.151931e-01)
845           	(-1.225120e+01 1.612827e+03 3.898660e+03)	(4.861474e-01 1.613009e+03 3.898975e+03)	(-1.273735e+01 -1.819729e-01 -3.151428e-01)
846           	(-1.223994e+01 1.612749e+03 3.898604e+03)	(4.965678e-01 1.612931e+03 3.898919e+03)	(-1.273651e+01 -1.821007e-01 -3.151027e-01)
847           	(-1.223105e+01 1.612650e+03 3.898497e+03)	(5.045731e-01 1.612832e+03 3.898812e+03)	(-1.273563e+01 -1.822531e-01 -3.150752e-01)
848           	(-1.221972e+01 1.612538e+03 3.898383e+03)	(5.149825e-01 1.612720e+03 3.898698e+03)	(-1.273471e+01 -1.824304e-01 -3.150559e-01)
849           	(-1.220515e+01 1.612430e+03 3.898249e+03)	(5.285656e-01 1.612613e+03 3.898564e+03)	(-1.273372e+01 -1.826124e-01 -3.150383e-01)
850           	(-1.219178e+01 1.612290e+03 3.897922e+03)	(5.409352e-01 1.612473e+03 3.898238e+03)	(-1.273271e+01 -1.827911e-01 -3.150166e-01)
851           	(-1.218397e+01 1.612159e+03 3.897542e+03)	(5.477252e-01 1.612342e+03 3.897857e+03)	(-1.273169e+01 -1.829705e-01 -3.149965e-01)
852           	(-1.217842e+01 1.612034e+03 3.897272e+03)	(5.522657e-01 1.612217e+03 3.897587e+03)	(-1.273069e+01 -1.831499e-01 -3.149732e-01)
853           	(-1.217585e+01 1.611975e+03 3.897198e+03)	(5.538103e-01 1.612158e+03 3.897512e+03)	(-1.272966e+01 -1.833205e-01 -3.149393e-01)
854           	(-1.217647e+01 1.611942e+03 3.897183e+03)	(5.521765e-01 1.612126e+03 3.897498e+03)	(-1.272864e+01 -1.834821e-01 -3.148927e-01)
855           	(-1.217973e+01 1.611902e+03 3.897124e+03)	(5.478922e-01 1.612086e+03 3.897439e+03)	(-1.272763e+01 -1.836416e-01 -3.148415e-01)
856           	(-1.218108e+01 1.611834e+03 3.897035e+03)	(5.455325e-01 1.612018e+03 3.897350e+03)	(-1.272662e+01 -1.837959e-01 -3.147858e-01)
857           	(-1.218073e+01 1.611787e+03 3.896954e+03)	(5.448563e-01 1.611971e+03 3.897269e+03)	(-1.272558e+01 -1.839530e-01 -3.147346e-01)
858           	(-1.217951e+01 1.611738e+03 3.896877e+03)	(5.450434e-01 1.611922e+03 3.897191e+03)	(-1.272456e+01 -1.841068e-01 -3.146804e-01)
859           	(-1.218221e+01 1.611683e+03 3.896772e+03)	(5.413179e-01 1.611867e+03 3.897086e+03)	(-1.272353e+01 -1.842605e-01 -3.146274e-01)
860           	(-1.218712e+01 1.611618e+03 3.896666e+03)	(5.353874e-01 1.611802e+03 3.896981e+03)	(-1.272250e+01 -1.844141e-01 -3.145767e-01)
861           	(-1.218553e+01 1.611563e+03 3.896578e+03)	(5.359277e-01 1.611747e+03 3.896892e+03)	(-1.272145e+01 -1.845722e-01 -3.145316e-01)
862           	(-1.218488e+01 1.611510e+03 3.896497e+03)	(5.355321e-01 1.611695e+03 3.896811e+03)	(-1.272041e+01 -1.847279e-01 -3.144832e-01)
863           	(-1.218817e+01 1.611449e+03 3.896375e+03)	(5.311909e-01 1.611634e+03 3.896690e+03)	(-1.271936e+01 -1.848849e-01 -3.144392e-01)
864           	(-1.219205e+01 1.611378e+03 3.896236e+03)	(5.262659e-01 1.611563e+03 3.896550e+03)	(-1.271832e+01 -1.850394e-01 -3.143978e-01)
865           	(-1.218557e+01 1.611298e+03 3.896091e+03)	(5.316760e-01 1.611484e+03 3.896406e+03)	(-1.271724e+01 -1.851962e-01 -3.143637e-01)
866           	(-1.218096e+01 1.611229e+03 3.895948e+03)	(5.352211e-01 1.611414e+03 3.896262e+03)	(-1.271618e+01 -1.853543e-01 -3.143332e-01)
867           	(-1.218392e+01 1.611153e+03 3.895761e+03)	(5.312079e-01 1.611339e+03 3.896076e+03)	(-1.271513e+01 -1.855123e-01 -3.143087e-01)
868           	(-1.218835e+01 1.611062e+03 3.895555e+03)	(5.257380e-01 1.611248e+03 3.895870e+03)	(-1.271409e+01 -1.856675e-01 -3.142918e-01)
869           	(-1.218291e+01 1.610959e+03 3.895336e+03)	(5.301006e-01 1.611145e+03 3.895651e+03)	(-1.271301e+01 -1.858257e-01 -3.142900e-01)
870           	(-1.217621e+01 1.610851e+03 3.895107e+03)	(5.357335e-01 1.611037e+03 3.895421e+03)	(-1.271195e+01 -1.859808e-01 -3.142951e-01)
871           	(-1.217503e+01 1.610745e+03 3.894858e+03)	(5.358436e-01 1.610932e+03 3.895172e+03)	(-1.271087e+01 -1.861367e-01 -3.143134e-01)
872           	(-1.217352e+01 1.610620e+03 3.894591e+03)	(5.362908e-01 1.610807e+03 3.894905e+03)	(-1.270981e+01 -1.862922e-01 -3.143461e-01)
873           	(-1.217327e+01 1.610551e+03 3.894424e+03)	(5.354476e-01 1.610738e+03 3.894738e+03)	(-1.270872e+01 -1.864507e-01 -3.143939e-01)
874           	(-1.218091e+01 1.610519e+03 3.894324e+03)	(5.267306e-01 1.610706e+03 3.894639e+03)	(-1.270764e+01 -1.866040e-01 -3.144486e-01)
875           	(-1.219654e+01 1.610490e+03 3.894207e+03)	(5.100160e-01 1.610677e+03 3.894521e+03)	(-1.270656e+01 -1.867556e-01 -3.145152e-01)
876           	(-1.221196e+01 1.610457e+03 3.894094e+03)	(4.935300e-01 1.610644e+03 3.894409e+03)	(-1.270549e+01 -1.869043e-01 -3.145935e-01)
877           	(-1.221899e+01 1.610421e+03 3.893987e+03)	(4.854065e-01 1.610608e+03 3.894301e+03)	(-1.270440e+01 -1.870555e-01 -3.146908e-01)
878           	(-1.222707e+01 1.610393e+03 3.893885e+03)	(4.762449e-01 1.610580e+03 3.894200e+03)	(-1.270331e+01 -1.872016e-01 -3.148006e-01)
879           	(-1.224332e+01 1.610366e+03 3.893768e+03)	(4.588932e-01 1.610554e+03 3.894082e+03)	(-1.270222e+01 -1.873424e-01 -3.149293e-01)
880           	(-1.226390e+01 1.610349e+03 3.893683e+03)	(4.372200e-01 1.610537e+03 3.893998e+03)	(-1.270112e+01 -1.874750e-01 -3.150736e-01)
881           	(-1.227769e+01 1.610342e+03 3.893638e+03)	(4.222803e-01 1.610529e+03 3.893953e+03)	(-1.269997e+01 -1.876051e-01 -3.152269e-01)
882           	(-1.228936e+01 1.610332e+03 3.893607e+03)	(4.094403e-01 1.610519e+03 3.893923e+03)	(-1.269880e+01 -1.877255e-01 -3.153768e-01)
883           	(-1.230866e+01 1.610323e+03 3.893551e+03)	(3.889403e-01 1.610510e+03 3.893867e+03)	(-1.269760e+01 -1.878414e-01 -3.155379e-01)
884           	(-1.232625e+01 1.610291e+03 3.893480e+03)	(3.701367e-01 1.610479e+03 3.893796e+03)	(-1.269639e+01 -1.879512e-01 -3.157006e-01)
885           	(-1.233552e+01 1.610257e+03 3.893406e+03)	(3.595975e-01 1.610445e+03 3.893722e+03)	(-1.269512e+01 -1.880620e-01 -3.158712e-01)
886           	(-1.234322e+01 1.610215e+03 3.893321e+03)	(3.506136e-01 1.610403e+03 3.893637e+03)	(-1.269383e+01 -1.881674e-01 -3.160398e-01)
887           	(-1.235663e+01 1.610166e+03 3.893210e+03)	(3.358819e-01 1.610354e+03 3.893526e+03)	(-1.269251e+01 -1.882699e-01 -3.162107e-01)
888           	(-1.237255e+01 1.610120e+03 3.893126e+03)	(3.186190e-01 1.610308e+03 3.893442e+03)	(-1.269117e+01 -1.883685e-01 -3.163804e-01)
889           	(-1.237923e+01 1.610075e+03 3.893063e+03)	(3.105527e-01 1.610264e+03 3.893379e+03)	(-1.268978e+01 -1.884705e-01 -3.165560e-01)
890           	(-1.238020e+01 1.609986e+03 3.892953e+03)	(3.081899e-01 1.610175e+03 3.893270e+03)	(-1.268839e+01 -1.885873e-01 -3.167274e-01)
891           	(-1.235741e+01 1.609736e+03 3.892659e+03)	(3.295976e-01 1.609925e+03 3.892976e+03)	(-1.268701e+01 -1.887335e-01 -3.168996e-01)
892           	(-1.234493e+01 1.609546e+03 3.892425e+03)	(3.407010e-01 1.609734e+03 3.892742e+03)	(-1.268564e+01 -1.888791e-01 -3.170649e-01)
893           	(-1.235148e+01 1.609475e+03 3.892319e+03)	(3.327437e-01 1.609664e+03 3.892636e+03)	(-1.268422e+01 -1.890271e-01 -3.172292e-01)
894           	(-1.236420e+01 1.609431e+03 3.892249e+03)	(3.185980e-01 1.609620e+03 3.892566e+03)	(-1.268280e+01 -1.891730e-01 -3.173830e-01)
895           	(-1.237880e+01 1.609369e+03 3.892153e+03)	(3.025642e-01 1.609558e+03 3.892470e+03)	(-1.268136e+01 -1.893202e-01 -3.175314e-01)
896           	(-1.239154e+01 1.609291e+03 3.892046e+03)	(2.883763e-01 1.609480e+03 3.892364e+03)	(-1.267992e+01 -1.894653e-01 -3.176747e-01)
897           	(-1.239675e+01 1.609211e+03 3.891939e+03)	(2.816846e-01 1.609401e+03 3.892257e+03)	(-1.267843e+01 -1.896192e-01 -3.178191e-01)
898           	(-1.240281e+01 1.609122e+03 3.891813e+03)	(2.741297e-01 1.609312e+03 3.892131e+03)	(-1.267694e+01 -1.897719e-01 -3.179542e-01)
899           	(-1.241544e+01 1.609038e+03 3.891678e+03)	(2.600083e-01 1.609228e+03 3.891996e+03)	(-1.267544e+01 -1.899262e-01 -3.180851e-01)
900           	(-1.243014e+01 1.608952e+03 3.891558e+03)	(2.438076e-01 1.609142e+03 3.891876e+03)	(-1.267394e+01 -1.900815e-01 -3.182107e-01)
901           	(-1.243678e+01 1.608862e+03 3.891449e+03)	(2.356188e-01 1.609053e+03 3.891768e+03)	(-1.267240e+01 -1.902455e-01 -3.183373e-01)
902           	(-1.244360e+01 1.608765e+03 3.891324e+03)	(2.272602e-01 1.608955e+03 3.891642e+03)	(-1.267087e+01 -1.904116e-01 -3.184539e-01)
903           	(-1.245539e+01 1.608666e+03 3.891192e+03)	(2.139240e-01 1.608857e+03 3.891510e+03)	(-1.266931e+01 -1.905825e-01 -3.185653e-01)
904           	(-1.246785e+01 1.608561e+03 3.891063e+03)	(1.999069e-01 1.608752e+03 3.891381e+03)	(-1.266776e+01 -1.907567e-01 -3.186699e-01)
905           	(-1.247104e+01 1.608453e+03 3.890950e+03)	(1.951098e-01 1.608644e+03 3.891269e+03)	(-1.266615e+01 -1.909424e-01 -3.187741e-01)
906           	(-1.247703e+01 1.608340e+03 3.890818e+03)	(1.875232e-01 1.608532e+03 3.891137e+03)	(-1.266455e+01 -1.911307e-01 -3.188664e-01)
907           	(-1.248705e+01 1.608220e+03 3.890673e+03)	(1.758754e-01 1.608411e+03 3.890992e+03)	(-1.266293e+01 -1.913242e-01 -3.189513e-01)
908           	(-1.249823e+01 1.608102e+03 3.890539e+03)	(1.630666e-01 1.608294e+03 3.890858e+03)	(-1.266130e+01 -1.915233e-01 -3.190269e-01)
909           	(-1.249979e+01 1.607981e+03 3.890414e+03)	(1.598328e-01 1.608173e+03 3.890733e+03)	(-1.265962e+01 -1.917321e-01 -3.190991e-01)
910           	(-1.250126e+01 1.607837e+03 3.890255e+03)	(1.566719e-01 1.608029e+03 3.890574e+03)	(-1.265793e+01 -1.919406e-01 -3.191545e-01)
911           	(-1.249610e+01 1.607565e+03 3.889935e+03)	(1.602340e-01 1.607757e+03 3.890255e+03)	(-1.265633e+01 -1.921473e-01 -3.191301e-01)
912           	(-1.251003e+01 1.607472e+03 3.889806e+03)	(1.446873e-01 1.607665e+03 3.890125e+03)	(-1.265472e+01 -1.923735e-01 -3.191153e-01)
913           	(-1.251458e+01 1.607363e+03 3.889720e+03)	(1.384737e-01 1.607555e+03 3.890039e+03)	(-1.265305e+01 -1.926150e-01 -3.191026e-01)
914           	(-1.251868e+01 1.607231e+03 3.889596e+03)	(1.327016e-01 1.607424e+03 3.889915e+03)	(-1.265138e+01 -1.928652e-01 -3.190761e-01)
915           	(-1.252781e+01 1.607079e+03 3.889398e+03)	(1.218829e-01 1.607272e+03 3.889717e+03)	(-1.264970e+01 -1.931267e-01 -3.190423e-01)
916           	(-1.253976e+01 1.606913e+03 3.889179e+03)	(1.082198e-01 1.607107e+03 3.889498e+03)	(-1.264798e+01 -1.933931e-01 -3.189983e-01)
917           	(-1.254022e+01 1.606739e+03 3.888972e+03)	(1.059880e-01 1.606933e+03 3.889291e+03)	(-1.264621e+01 -1.936693e-01 -3.189490e-01)
918           	(-1.253873e+01 1.606550e+03 3.888754e+03)	(1.056881e-01 1.606744e+03 3.889073e+03)	(-1.264442e+01 -1.939485e-01 -3.188828e-01)
919           	(-1.253923e+01 1.606393e+03 3.888602e+03)	(1.033591e-01 1.606587e+03 3.888921e+03)	(-1.264259e+01 -1.942358e-01 -3.187997e-01)
920           	(-1.256272e+01 1.606139e+03 3.888182e+03)	(7.802735e-02 1.606333e+03 3.888500e+03)	(-1.264075e+01 -1.945241e-01 -3.187068e-01)
921           	(-1.255672e+01 1.605983e+03 3.888067e+03)	(8.211426e-02 1.606178e+03 3.888386e+03)	(-1.263884e+01 -1.948185e-01 -3.185966e-01)
922           	(-1.269473e+01 1.606415e+03 3.888536e+03)	(-5.726536e-02 1.606610e+03 3.888854e+03)	(-1.263747e+01 -1.947500e-01 -3.182599e-01)
923           	(-1.269317e+01 1.606440e+03 3.888789e+03)	(-5.719158e-02 1.606635e+03 3.889107e+03)	(-1.263598e+01 -1.948840e-01 -3.180733e-01)
924           	(-1.268967e+01 1.606319e+03 3.888701e+03)	(-5.519650e-02 1.606514e+03 3.889019e+03)	(-1.263447e+01 -1.950534e-01 -3.178928e-01)
925           	(-1.268782e+01 1.606168e+03 3.888544e+03)	(-5.488197e-02 1.606363e+03 3.888861e+03)	(-1.263294e+01 -1.952512e-01 -3.177209e-01)
926           	(-1.269093e+01 1.605998e+03 3.888334e+03)	(-5.955085e-02 1.606193e+03 3.888652e+03)	(-1.263138e+01 -1.954647e-01 -3.175445e-01)
927           	(-1.269558e+01 1.605827e+03 3.888130e+03)	(-6.576868e-02 1.606023e+03 3.888448e+03)	(-1.262981e+01 -1.956922e-01 -3.173621e-01)
928           	(-1.269548e+01 1.605659e+03 3.887958e+03)	(-6.726300e-02 1.605855e+03 3.888275e+03)	(-1.262822e+01 -1.959315e-01 -3.171694e-01)
929           	(-1.269292e+01 1.605489e+03 3.887800e+03)	(-6.626642e-02 1.605685e+03 3.888117e+03)	(-1.262666e+01 -1.961833e-01 -3.169517e-01)
930           	(-1.269994e+01 1.605338e+03 3.887646e+03)	(-7.489270e-02 1.605534e+03 3.887963e+03)	(-1.262505e+01 -1.964436e-01 -3.167271e-01)
931           	(-1.269267e+01 1.605194e+03 3.887556e+03)	(-6.927218e-02 1.605390e+03 3.887873e+03)	(-1.262339e+01 -1.967176e-01 -3.164856e-01)
932           	(-1.270182e+01 1.604987e+03 3.887290e+03)	(-8.007084e-02 1.605184e+03 3.887606e+03)	(-1.262174e+01 -1.969966e-01 -3.162223e-01)
933           	(-1.269702e+01 1.604834e+03 3.887180e+03)	(-7.693299e-02 1.605031e+03 3.887496e+03)	(-1.262009e+01 -1.972841e-01 -3.159369e-01)
934           	(-1.269753e+01 1.604571e+03 3.886841e+03)	(-7.883773e-02 1.604768e+03 3.887157e+03)	(-1.261869e+01 -1.975714e-01 -3.155940e-01)
935           	(-1.269424e+01 1.604472e+03 3.886784e+03)	(-7.698300e-02 1.604670e+03 3.887100e+03)	(-1.261726e+01 -1.978899e-01 -3.152587e-01)
936           	(-1.271031e+01 1.604334e+03 3.886632e+03)	(-9.447343e-02 1.604533e+03 3.886947e+03)	(-1.261584e+01 -1.982161e-01 -3.149064e-01)
937           	(-1.271766e+01 1.604190e+03 3.886507e+03)	(-1.032246e-01 1.604389e+03 3.886822e+03)	(-1.261444e+01 -1.985510e-01 -3.145343e-01)
938           	(-1.272179e+01 1.604051e+03 3.886395e+03)	(-1.087405e-01 1.604249e+03 3.886709e+03)	(-1.261305e+01 -1.988950e-01 -3.141407e-01)
939           	(-1.272823e+01 1.603906e+03 3.886262e+03)	(-1.165405e-01 1.604105e+03 3.886576e+03)	(-1.261169e+01 -1.992495e-01 -3.137280e-01)
940           	(-1.273197e+01 1.603741e+03 3.886079e+03)	(-1.215970e-01 1.603941e+03 3.886392e+03)	(-1.261037e+01 -1.996128e-01 -3.133041e-01)
941           	(-1.273057e+01 1.603553e+03 3.885855e+03)	(-1.214553e-01 1.603753e+03 3.886167e+03)	(-1.260912e+01 -1.999814e-01 -3.128702e-01)
942           	(-1.273258e+01 1.603351e+03 3.885583e+03)	(-1.246160e-01 1.603552e+03 3.885895e+03)	(-1.260796e+01 -2.003465e-01 -3.124254e-01)
943           	(-1.273724e+01 1.603274e+03 3.885587e+03)	(-1.303584e-01 1.603475e+03 3.885899e+03)	(-1.260688e+01 -2.006878e-01 -3.119690e-01)
944           	(-1.275930e+01 1.603424e+03 3.886175e+03)	(-1.533618e-01 1.603625e+03 3.886486e+03)	(-1.260594e+01 -2.009817e-01 -3.114875e-01)
945           	(-1.283190e+01 1.604026e+03 3.888206e+03)	(-2.267310e-01 1.604227e+03 3.888517e+03)	(-1.260517e+01 -2.012542e-01 -3.109533e-01)
946           	(-1.281633e+01 1.604062e+03 3.888434e+03)	(-2.117932e-01 1.604263e+03 3.888744e+03)	(-1.260453e+01 -2.015017e-01 -3.104281e-01)
947           	(-1.280827e+01 1.603952e+03 3.888239e+03)	(-2.042953e-01 1.604154e+03 3.888549e+03)	(-1.260397e+01 -2.017300e-01 -3.099362e-01)
948           	(-1.280633e+01 1.603787e+03 3.887905e+03)	(-2.029165e-01 1.603989e+03 3.888214e+03)	(-1.260341e+01 -2.019994e-01 -3.094996e-01)
949           	(-1.280853e+01 1.603652e+03 3.887684e+03)	(-2.056496e-01 1.603855e+03 3.887994e+03)	(-1.260288e+01 -2.022882e-01 -3.090839e-01)
950           	(-1.281424e+01 1.603553e+03 3.887539e+03)	(-2.118783e-01 1.603755e+03 3.887848e+03)	(-1.260236e+01 -2.025911e-01 -3.086797e-01)
951           	(-1.281765e+01 1.603471e+03 3.887445e+03)	(-2.157940e-01 1.603674e+03 3.887753e+03)	(-1.260186e+01 -2.029036e-01 -3.082810e-01)
952           	(-1.281991e+01 1.603390e+03 3.887357e+03)	(-2.185364e-01 1.603593e+03 3.887665e+03)	(-1.260137e+01 -2.032243e-01 -3.078831e-01)
953           	(-1.282981e+01 1.603305e+03 3.887244e+03)	(-2.288870e-01 1.603509e+03 3.887551e+03)	(-1.260092e+01 -2.035491e-01 -3.074854e-01)
954           	(-1.283385e+01 1.603223e+03 3.887139e+03)	(-2.333938e-01 1.603427e+03 3.887446e+03)	(-1.260046e+01 -2.038828e-01 -3.070939e-01)
955           	(-1.283949e+01 1.603142e+03 3.887029e+03)	(-2.394644e-01 1.603347e+03 3.887335e+03)	(-1.260003e+01 -2.042178e-01 -3.066974e-01)
956           	(-1.284764e+01 1.603056e+03 3.886911e+03)	(-2.480278e-01 1.603260e+03 3.887217e+03)	(-1.259961e+01 -2.045563e-01 -3.063006e-01)
957           	(-1.285977e+01 1.602980e+03 3.886813e+03)	(-2.605516e-01 1.603185e+03 3.887119e+03)	(-1.259922e+01 -2.048971e-01 -3.059026e-01)
958           	(-1.286625e+01 1.602913e+03 3.886732e+03)	(-2.674211e-01 1.603119e+03 3.887037e+03)	(-1.259883e+01 -2.052446e-01 -3.055084e-01)
959           	(-1.287399e+01 1.602851e+03 3.886656e+03)	(-2.755337e-01 1.603056e+03 3.886961e+03)	(-1.259846e+01 -2.055926e-01 -3.051084e-01)
960           	(-1.288056e+01 1.602788e+03 3.886592e+03)	(-2.824550e-01 1.602994e+03 3.886897e+03)	(-1.259810e+01 -2.059454e-01 -3.047062e-01)
961           	(-1.290555e+01 1.602726e+03 3.886450e+03)	(-3.077836e-01 1.602933e+03 3.886754e+03)	(-1.259777e+01 -2.062987e-01 -3.043034e-01)
