#,alpha.water_initial,alpha.water_final,p_rgh_initial,p_rgh_final
532,3.640940e-06,4.385720e-09,1.860740e-03,1.630900e-06
533,3.751320e-06,4.607810e-09,1.912460e-03,1.597870e-06
534,3.863230e-06,4.850910e-09,1.969680e-03,1.573870e-06
535,3.978870e-06,5.100200e-09,2.031110e-03,1.569320e-06
536,4.083780e-06,5.343610e-09,2.069930e-03,1.562120e-06
537,4.191190e-06,5.590030e-09,2.071370e-03,1.547770e-06
538,4.299030e-06,5.864910e-09,2.072140e-03,1.584490e-06
539,4.385950e-06,6.117780e-09,2.071610e-03,1.587520e-06
540,4.443480e-06,6.317110e-09,2.071320e-03,1.584000e-06
541,4.482170e-06,6.325590e-09,2.069420e-03,1.585240e-06
542,4.506280e-06,6.469820e-09,2.066850e-03,1.612850e-06
543,4.499600e-06,6.579530e-09,2.065060e-03,1.608560e-06
544,4.492410e-06,6.635630e-09,2.065230e-03,1.658750e-06
545,4.483000e-06,6.740660e-09,2.066440e-03,1.707540e-06
546,4.473280e-06,6.571690e-09,2.067400e-03,1.774430e-06
547,4.464900e-06,6.753970e-09,2.072080e-03,1.800000e-06
548,4.456710e-06,6.785850e-09,2.077740e-03,1.857430e-06
549,4.449640e-06,6.772340e-09,2.083010e-03,1.860820e-06
550,4.444910e-06,6.869000e-09,2.089410e-03,1.911240e-06
551,4.440650e-06,6.708280e-09,2.092110e-03,1.894020e-06
552,4.436820e-06,6.643230e-09,2.091010e-03,1.828000e-06
553,4.434740e-06,6.461670e-09,2.089160e-03,1.839370e-06
554,4.438950e-06,6.467470e-09,2.085950e-03,1.804150e-06
555,4.441360e-06,6.467060e-09,2.079320e-03,1.792500e-06
556,4.444900e-06,6.487600e-09,2.073090e-03,1.788510e-06
557,4.448260e-06,6.504940e-09,2.068600e-03,1.799640e-06
558,4.451300e-06,6.413120e-09,2.064740e-03,1.813010e-06
559,4.454760e-06,6.494940e-09,2.060890e-03,1.758690e-06
560,4.459110e-06,6.506840e-09,2.055870e-03,1.747810e-06
561,4.464350e-06,6.598290e-09,2.049190e-03,1.744110e-06
562,4.470540e-06,6.642330e-09,2.042320e-03,1.697130e-06
563,4.478840e-06,6.685400e-09,2.033280e-03,1.696930e-06
564,4.488010e-06,6.547650e-09,2.024450e-03,1.705850e-06
565,3.765730e-06,5.307010e-09,2.018990e-03,1.842980e-06
566,3.703940e-06,5.126830e-09,1.979420e-03,1.511510e-06
567,3.716010e-06,5.210740e-09,1.943380e-03,1.411180e-06
568,3.719850e-06,5.200770e-09,1.917610e-03,1.358210e-06
569,3.722220e-06,5.207130e-09,1.889770e-03,1.334390e-06
570,3.723930e-06,5.210840e-09,1.862540e-03,1.326340e-06
571,3.725650e-06,5.196990e-09,1.837470e-03,1.296900e-06
572,3.725840e-06,5.155170e-09,1.810200e-03,1.283210e-06
573,3.726010e-06,5.126600e-09,1.784670e-03,1.279520e-06
574,3.726810e-06,5.096840e-09,1.759760e-03,1.258410e-06
575,3.732410e-06,5.097600e-09,1.738470e-03,1.248820e-06
576,3.737080e-06,4.851840e-09,1.715650e-03,1.235840e-06
577,3.740580e-06,4.933540e-09,1.691480e-03,1.226420e-06
578,3.743980e-06,4.907340e-09,1.668910e-03,1.215100e-06
579,3.748930e-06,4.916620e-09,1.646030e-03,1.202380e-06
580,3.754210e-06,4.921800e-09,1.622960e-03,1.200080e-06
581,3.758830e-06,4.933660e-09,1.602520e-03,1.328650e-06
582,3.767840e-06,4.970560e-09,1.582540e-03,1.367450e-06
583,3.767680e-06,4.706530e-09,1.562160e-03,1.371140e-06
584,3.832010e-06,5.065100e-09,1.698200e-03,1.405890e-06
585,3.886910e-06,5.446890e-09,1.943410e-03,1.512420e-06
586,3.893870e-06,5.536650e-09,1.945610e-03,1.381690e-06
587,3.897950e-06,5.546410e-09,1.923290e-03,1.425040e-06
588,3.910480e-06,5.694190e-09,1.910080e-03,1.402210e-06
589,3.918910e-06,5.933400e-09,1.898880e-03,1.462540e-06
590,3.927780e-06,6.068710e-09,1.887640e-03,1.446830e-06
591,3.935790e-06,6.098460e-09,1.879930e-03,1.582820e-06
592,3.311080e-06,3.937110e-09,1.175470e-03,2.375990e-06
593,3.067150e-06,3.511780e-09,1.088600e-03,1.652710e-06
594,3.114130e-06,3.604780e-09,1.108740e-03,1.685410e-06
595,3.138620e-06,3.654240e-09,1.113420e-03,1.452830e-06
596,3.172360e-06,3.725640e-09,1.123390e-03,1.396610e-06
597,3.209520e-06,3.807490e-09,1.137590e-03,1.522870e-06
598,3.246450e-06,3.884400e-09,1.147460e-03,1.419220e-06
599,3.283670e-06,3.950160e-09,1.160770e-03,1.496960e-06
600,3.315690e-06,3.977640e-09,1.172000e-03,1.421430e-06
601,3.325550e-06,3.886640e-09,1.179790e-03,1.369290e-06
602,3.356090e-06,3.958040e-09,1.188930e-03,1.465160e-06
603,3.383620e-06,4.011200e-09,1.197730e-03,1.274980e-06
604,3.408570e-06,4.054090e-09,1.210710e-03,1.379370e-06
605,3.434110e-06,4.073650e-09,1.221910e-03,1.380360e-06
606,3.459200e-06,4.057750e-09,1.233520e-03,1.370300e-06
607,3.484280e-06,4.050340e-09,1.245170e-03,1.401530e-06
608,3.506110e-06,4.129640e-09,1.253980e-03,1.243650e-06
609,3.526120e-06,4.165210e-09,1.264910e-03,1.269220e-06
610,3.538030e-06,4.140070e-09,1.274470e-03,1.260060e-06
611,3.553700e-06,4.206220e-09,1.285060e-03,1.208470e-06
612,3.569580e-06,4.251050e-09,1.294900e-03,1.134530e-06
613,3.585320e-06,4.302650e-09,1.306000e-03,1.094590e-06
614,3.599560e-06,4.104860e-09,1.317340e-03,1.072730e-06
615,3.617020e-06,4.408720e-09,1.329040e-03,1.064710e-06
616,3.634110e-06,4.179250e-09,1.340160e-03,1.060700e-06
617,3.651020e-06,4.315230e-09,1.351320e-03,1.043270e-06
618,3.665040e-06,4.239300e-09,1.361090e-03,1.036020e-06
619,3.598240e-06,4.168750e-09,1.372940e-03,1.060070e-06
620,3.641640e-06,4.245680e-09,1.383100e-03,1.045750e-06
621,3.651360e-06,4.284700e-09,1.393580e-03,1.034390e-06
622,3.692120e-06,4.418800e-09,1.403410e-03,1.045770e-06
623,3.711570e-06,4.592180e-09,1.413990e-03,1.068740e-06
624,3.713670e-06,4.671610e-09,1.425420e-03,1.092700e-06
625,3.082090e-06,3.698520e-09,1.446580e-03,1.248700e-06
626,3.142500e-06,3.803250e-09,1.448200e-03,1.122760e-06
627,3.174990e-06,3.866550e-09,1.454280e-03,1.041150e-06
628,3.212240e-06,3.936410e-09,1.462700e-03,1.102990e-06
629,3.253620e-06,4.017270e-09,1.468700e-03,1.036530e-06
630,3.298560e-06,4.106490e-09,1.476600e-03,1.100680e-06
631,3.347140e-06,4.202850e-09,1.482940e-03,1.104730e-06
632,3.397900e-06,4.299940e-09,1.488260e-03,1.042400e-06
633,3.452300e-06,4.403580e-09,1.495290e-03,1.123170e-06
634,3.509180e-06,4.500490e-09,1.498850e-03,1.122730e-06
635,3.561440e-06,4.599320e-09,1.502530e-03,1.047070e-06
636,3.617350e-06,4.698150e-09,1.509040e-03,1.109130e-06
637,3.659450e-06,4.762880e-09,1.514070e-03,1.148790e-06
638,3.699510e-06,4.838780e-09,1.517420e-03,1.073590e-06
639,3.738220e-06,4.906090e-09,1.523440e-03,1.127090e-06
640,3.772650e-06,4.963270e-09,1.529990e-03,1.101370e-06
641,3.810820e-06,5.050780e-09,1.553920e-03,1.202390e-06
642,3.844760e-06,5.093830e-09,1.558260e-03,1.116240e-06
643,3.253340e-06,3.692940e-09,1.105750e-03,1.774170e-06
644,3.258290e-06,3.704100e-09,1.105850e-03,1.307630e-06
645,3.283350e-06,3.749200e-09,1.116390e-03,1.346490e-06
646,3.300900e-06,3.783830e-09,1.116760e-03,1.194610e-06
647,3.313110e-06,3.808450e-09,1.121990e-03,1.361300e-06
648,3.325390e-06,3.866900e-09,1.122670e-03,1.248380e-06
649,3.337750e-06,3.964820e-09,1.126870e-03,1.222000e-06
650,3.350200e-06,3.997290e-09,1.132570e-03,1.261760e-06
651,3.341550e-06,3.984240e-09,1.136330e-03,1.194180e-06
652,3.365000e-06,4.043330e-09,1.137650e-03,1.106970e-06
653,3.379750e-06,4.090390e-09,1.140810e-03,1.081480e-06
654,3.394400e-06,4.138270e-09,1.144670e-03,1.089060e-06
655,3.409450e-06,4.072610e-09,1.148530e-03,1.073520e-06
656,3.421430e-06,4.122420e-09,1.151470e-03,1.110750e-06
657,3.422590e-06,4.133520e-09,1.149350e-03,1.060700e-06
658,3.426590e-06,4.147400e-09,1.148560e-03,1.048910e-06
659,3.440730e-06,4.197570e-09,1.152830e-03,1.037090e-06
660,3.454130e-06,4.238680e-09,1.156970e-03,1.046210e-06
661,3.467380e-06,4.282410e-09,1.161090e-03,1.043010e-06
662,3.480320e-06,4.326380e-09,1.164830e-03,1.058220e-06
663,2.947960e-06,3.594760e-09,1.178010e-03,1.292910e-06
664,3.061810e-06,3.758960e-09,1.175820e-03,1.087650e-06
665,3.084780e-06,3.806800e-09,1.176960e-03,1.014220e-06
666,3.109960e-06,3.853340e-09,1.179620e-03,1.009540e-06
667,3.137690e-06,3.935150e-09,1.183530e-03,1.021860e-06
668,3.169210e-06,3.949070e-09,1.188820e-03,1.029830e-06
669,3.203540e-06,4.109540e-09,1.192690e-03,1.041180e-06
670,3.233480e-06,4.041920e-09,1.193580e-03,1.038020e-06
671,3.264830e-06,4.167930e-09,1.194390e-03,1.019500e-06
672,3.297000e-06,4.054380e-09,1.195470e-03,1.020700e-06
673,3.330970e-06,4.160370e-09,1.196880e-03,1.016220e-06
674,3.366540e-06,4.203370e-09,1.198120e-03,1.024840e-06
675,3.403490e-06,4.324130e-09,1.199360e-03,1.022160e-06
676,3.435100e-06,4.440690e-09,1.201690e-03,1.021080e-06
677,3.467620e-06,4.508760e-09,1.203830e-03,1.009150e-06
678,3.501010e-06,4.569640e-09,1.205310e-03,1.015840e-06
679,3.535520e-06,4.612070e-09,1.206310e-03,1.006390e-06
680,3.569460e-06,4.678790e-09,1.209730e-03,1.120190e-06
681,3.605020e-06,4.738280e-09,1.211000e-03,1.098200e-06
682,3.648820e-06,4.804210e-09,1.211910e-03,1.057350e-06
683,3.666840e-06,4.831800e-09,1.214310e-03,1.032830e-06
684,3.685150e-06,4.858450e-09,1.216350e-03,1.025100e-06
685,3.703550e-06,4.789550e-09,1.217330e-03,1.033120e-06
686,3.721340e-06,4.937980e-09,1.218710e-03,1.053130e-06
687,3.739250e-06,4.954820e-09,1.220430e-03,1.036900e-06
688,3.757300e-06,4.977360e-09,1.222780e-03,1.053260e-06
689,3.769250e-06,4.991620e-09,1.224970e-03,1.041040e-06
690,3.779680e-06,5.059290e-09,1.227070e-03,1.049510e-06
691,3.789970e-06,5.093830e-09,1.228570e-03,1.051870e-06
692,3.795850e-06,5.109530e-09,1.229710e-03,1.052700e-06
693,3.802510e-06,5.130150e-09,1.231070e-03,1.060150e-06
694,3.421690e-06,4.397190e-09,1.238910e-03,1.238210e-06
695,3.603670e-06,4.692210e-09,1.233540e-03,1.136280e-06
696,3.651420e-06,4.756270e-09,1.232910e-03,1.178080e-06
697,3.696150e-06,4.850240e-09,1.232450e-03,1.121350e-06
698,3.741520e-06,4.941190e-09,1.230900e-03,1.065120e-06
699,3.775580e-06,5.020850e-09,1.230110e-03,1.032030e-06
700,3.798090e-06,5.083830e-09,1.229510e-03,1.017860e-06
701,3.822800e-06,4.855470e-09,1.229430e-03,1.033530e-06
702,3.848130e-06,4.789700e-09,1.228460e-03,1.033900e-06
703,3.857360e-06,4.855180e-09,1.227930e-03,1.018640e-06
704,3.864230e-06,4.892160e-09,1.227800e-03,1.020460e-06
705,3.868100e-06,4.930440e-09,1.227240e-03,1.025760e-06
706,3.870680e-06,4.964680e-09,1.226530e-03,1.031010e-06
707,3.872150e-06,4.995010e-09,1.225630e-03,1.017060e-06
708,3.872910e-06,5.012490e-09,1.224220e-03,1.015560e-06
709,3.872690e-06,5.048440e-09,1.221960e-03,1.019330e-06
710,3.871890e-06,5.065580e-09,1.219860e-03,1.032270e-06
711,3.870100e-06,5.117490e-09,1.218100e-03,1.048300e-06
712,3.867650e-06,5.115350e-09,1.215910e-03,1.050440e-06
713,3.864900e-06,5.218350e-09,1.214200e-03,1.164930e-06
714,3.861920e-06,5.127890e-09,1.209710e-03,1.136850e-06
715,3.858990e-06,5.263190e-09,1.205080e-03,1.092260e-06
716,3.855840e-06,4.992710e-09,1.202750e-03,1.090570e-06
717,3.852590e-06,5.186270e-09,1.200770e-03,1.074660e-06
718,3.849210e-06,5.192000e-09,1.198950e-03,1.073120e-06
719,3.845920e-06,5.209590e-09,1.198290e-03,1.231060e-06
720,3.842640e-06,5.225870e-09,1.198560e-03,1.450010e-06
721,3.839440e-06,5.247110e-09,1.195240e-03,1.409540e-06
722,3.836470e-06,5.262300e-09,1.190820e-03,1.321170e-06
723,3.833570e-06,5.277690e-09,1.187240e-03,1.232620e-06
724,3.831120e-06,5.292370e-09,1.183780e-03,1.146690e-06
725,3.829230e-06,5.266570e-09,1.181240e-03,1.081450e-06
726,3.353330e-06,4.420440e-09,1.183880e-03,1.211280e-06
727,3.101510e-06,3.837890e-09,1.180230e-03,1.057460e-06
728,3.099650e-06,3.849190e-09,1.176310e-03,9.897300e-07
729,3.108110e-06,3.867710e-09,1.174900e-03,9.590730e-07
730,3.125140e-06,3.938680e-09,1.196600e-03,9.496760e-07
731,3.144110e-06,4.041760e-09,1.229800e-03,9.415920e-07
732,3.163210e-06,4.151150e-09,1.269170e-03,9.440520e-07
733,3.182050e-06,4.244140e-09,1.313510e-03,9.525420e-07
734,3.200280e-06,4.374770e-09,1.362090e-03,9.694670e-07
735,3.219630e-06,4.520340e-09,1.376760e-03,9.876540e-07
736,3.236580e-06,4.658710e-09,1.378960e-03,9.957500e-07
737,3.249460e-06,4.771950e-09,1.381360e-03,9.934060e-07
738,3.262400e-06,4.787450e-09,1.384730e-03,9.934490e-07
739,3.275140e-06,4.785590e-09,1.387750e-03,9.851390e-07
740,3.287470e-06,4.867870e-09,1.391740e-03,9.981930e-07
741,3.299610e-06,4.897080e-09,1.395320e-03,9.935080e-07
742,3.312020e-06,4.963760e-09,1.398780e-03,9.987060e-07
743,3.324560e-06,5.015150e-09,1.401360e-03,1.001590e-06
744,3.336810e-06,5.067480e-09,1.402290e-03,1.002960e-06
745,3.348970e-06,4.890700e-09,1.402440e-03,1.001470e-06
746,3.361040e-06,4.985030e-09,1.401570e-03,1.000290e-06
747,3.372710e-06,5.039230e-09,1.399430e-03,9.839220e-07
748,3.384340e-06,5.076040e-09,1.397210e-03,9.820590e-07
749,3.395940e-06,5.153210e-09,1.396310e-03,9.762450e-07
750,3.407050e-06,5.219740e-09,1.393090e-03,9.736660e-07
751,3.418500e-06,5.149020e-09,1.389630e-03,9.631690e-07
752,3.429910e-06,5.222150e-09,1.386630e-03,9.656610e-07
753,3.441970e-06,5.268060e-09,1.383210e-03,9.656400e-07
754,3.454110e-06,5.288580e-09,1.380490e-03,9.668500e-07
755,3.466430e-06,5.303360e-09,1.378420e-03,9.631270e-07
756,3.478490e-06,5.394470e-09,1.376680e-03,9.680180e-07
757,3.490490e-06,5.446810e-09,1.376060e-03,9.663010e-07
758,3.498430e-06,5.358870e-09,1.328930e-03,9.763320e-07
759,3.509290e-06,5.419750e-09,1.311650e-03,9.591060e-07
760,3.484150e-06,5.125280e-09,1.144860e-03,9.984610e-07
761,3.497210e-06,5.195320e-09,1.148160e-03,1.095200e-06
762,3.511650e-06,5.235460e-09,1.154890e-03,1.007400e-06
763,3.526750e-06,5.012880e-09,1.160850e-03,9.794020e-07
764,3.540960e-06,5.138630e-09,1.168120e-03,9.637700e-07
765,3.556070e-06,5.189750e-09,1.176720e-03,9.500390e-07
766,3.571460e-06,5.258490e-09,1.187160e-03,9.642770e-07
767,3.586770e-06,5.309450e-09,1.198510e-03,9.502960e-07
768,3.599840e-06,5.032280e-09,1.201190e-03,1.003680e-06
769,3.593390e-06,4.913960e-09,1.186860e-03,1.058810e-06
770,3.612340e-06,4.921960e-09,1.172880e-03,1.051580e-06
771,3.618600e-06,4.930640e-09,1.159240e-03,1.006510e-06
772,3.614280e-06,4.920820e-09,1.147530e-03,1.120470e-06
773,3.618040e-06,4.925090e-09,1.134410e-03,1.004630e-06
774,3.621550e-06,4.930060e-09,1.122240e-03,9.918160e-07
775,3.517670e-06,4.768760e-09,1.111800e-03,9.373360e-07
776,3.633960e-06,4.932310e-09,1.100950e-03,9.459820e-07
777,3.619000e-06,4.797290e-09,1.091490e-03,8.858130e-07
778,3.604740e-06,4.815040e-09,1.083940e-03,8.830220e-07
779,3.591250e-06,4.518260e-09,1.076590e-03,8.798200e-07
780,3.577960e-06,4.629810e-09,1.070020e-03,8.806700e-07
781,2.766390e-06,3.213140e-09,8.821150e-04,1.040260e-06
782,2.833860e-06,3.370390e-09,9.006000e-04,9.232910e-07
783,2.849800e-06,3.403790e-09,9.066670e-04,9.800440e-07
784,2.861480e-06,3.450750e-09,9.104740e-04,9.026630e-07
785,2.873300e-06,3.497670e-09,9.138570e-04,8.646380e-07
786,2.885450e-06,3.546420e-09,9.187350e-04,8.618620e-07
787,2.898840e-06,3.598480e-09,9.237160e-04,8.422660e-07
788,2.912720e-06,3.653330e-09,9.287130e-04,8.469110e-07
789,2.927110e-06,3.707540e-09,9.334220e-04,8.375760e-07
790,2.941830e-06,3.727250e-09,9.386080e-04,8.398010e-07
791,2.956720e-06,3.794930e-09,9.436840e-04,8.304780e-07
792,2.971570e-06,3.675530e-09,9.489890e-04,8.328270e-07
793,2.986750e-06,3.783780e-09,9.544650e-04,8.285120e-07
794,3.002110e-06,3.688520e-09,9.598480e-04,8.346560e-07
795,3.017700e-06,3.766860e-09,9.649090e-04,8.267030e-07
796,3.033520e-06,3.785340e-09,9.710610e-04,8.289570e-07
797,3.049370e-06,3.841500e-09,9.771440e-04,8.271950e-07
798,3.065200e-06,3.886960e-09,9.833030e-04,8.254510e-07
799,3.081060e-06,3.936920e-09,9.889010e-04,8.187030e-07
800,3.098650e-06,3.996120e-09,1.000130e-03,8.241620e-07
801,3.113660e-06,4.040220e-09,9.993760e-04,8.295330e-07
802,3.130260e-06,4.089410e-09,9.985400e-04,8.355460e-07
803,3.128390e-06,4.114490e-09,9.978700e-04,8.278900e-07
804,3.126130e-06,4.124080e-09,9.973490e-04,8.342640e-07
805,3.124920e-06,4.149390e-09,9.962400e-04,8.325060e-07
806,3.124130e-06,4.155700e-09,9.950080e-04,8.333660e-07
807,3.123120e-06,4.189630e-09,9.940860e-04,8.387300e-07
808,3.123470e-06,3.877310e-09,9.932120e-04,8.567230e-07
809,3.103900e-06,3.906330e-09,9.920940e-04,8.539790e-07
810,3.095450e-06,3.870480e-09,9.920450e-04,8.434940e-07
811,3.087960e-06,3.886130e-09,9.902830e-04,8.337400e-07
812,3.081270e-06,3.867810e-09,9.884740e-04,8.394740e-07
813,3.075470e-06,3.897080e-09,9.864020e-04,8.415320e-07
814,2.766580e-06,3.484290e-09,9.829960e-04,9.182050e-07
815,3.067550e-06,3.929210e-09,9.845950e-04,9.464950e-07
816,3.065280e-06,3.947060e-09,9.816090e-04,8.455510e-07
817,3.062780e-06,3.766440e-09,9.798090e-04,8.325560e-07
818,3.060810e-06,3.811030e-09,9.669970e-04,8.301340e-07
819,3.061400e-06,3.806700e-09,9.783200e-04,8.231090e-07
820,3.062670e-06,3.821040e-09,9.766240e-04,8.232300e-07
821,3.065090e-06,3.815200e-09,9.746680e-04,8.150610e-07
822,3.068500e-06,3.822310e-09,9.714580e-04,8.108930e-07
823,3.073530e-06,3.848500e-09,9.679950e-04,8.030400e-07
824,3.080330e-06,3.842690e-09,9.635000e-04,8.037760e-07
825,3.088930e-06,3.889500e-09,9.594820e-04,8.008550e-07
826,3.100030e-06,3.824030e-09,9.554830e-04,8.035470e-07
827,3.111310e-06,3.895110e-09,9.516610e-04,7.917560e-07
828,3.119760e-06,3.926270e-09,9.537280e-04,7.935640e-07
829,3.136220e-06,3.972060e-09,9.433760e-04,7.913050e-07
830,3.156330e-06,3.967080e-09,9.325520e-04,7.946280e-07
831,3.178290e-06,4.039570e-09,9.212380e-04,7.894850e-07
832,3.203100e-06,4.086560e-09,9.107910e-04,8.008470e-07
833,3.229800e-06,4.144840e-09,8.999580e-04,7.997970e-07
834,3.257570e-06,4.210290e-09,8.899070e-04,8.076140e-07
835,3.289130e-06,4.256370e-09,8.803370e-04,8.020580e-07
836,3.303520e-06,4.208910e-09,8.706840e-04,8.141550e-07
837,3.320410e-06,4.291560e-09,8.613990e-04,8.206720e-07
838,3.335700e-06,4.321900e-09,8.516800e-04,8.275470e-07
839,3.349210e-06,4.371640e-09,8.424030e-04,8.197750e-07
840,3.325560e-06,4.364470e-09,8.334220e-04,8.234380e-07
841,3.302660e-06,4.104310e-09,8.245600e-04,8.238880e-07
842,3.278140e-06,4.211910e-09,8.166360e-04,8.268350e-07
843,3.255120e-06,4.152080e-09,8.083340e-04,8.138540e-07
844,3.273200e-06,4.231790e-09,8.106770e-04,8.299450e-07
845,3.372180e-06,4.266680e-09,8.335710e-04,8.439420e-07
846,3.544170e-06,4.757250e-09,8.858050e-04,8.644780e-07
847,3.621150e-06,5.064250e-09,9.384090e-04,8.900760e-07
848,3.651760e-06,5.319230e-09,9.442390e-04,9.224930e-07
849,3.663900e-06,5.417220e-09,9.469690e-04,8.846240e-07
850,3.675640e-06,5.500020e-09,9.503480e-04,8.801170e-07
851,3.687450e-06,5.509490e-09,9.528870e-04,8.679580e-07
852,3.699640e-06,5.538970e-09,9.561330e-04,8.693030e-07
853,3.712170e-06,5.638680e-09,9.600930e-04,8.638380e-07
854,3.721870e-06,5.451180e-09,9.654530e-04,8.689240e-07
855,3.733120e-06,5.499720e-09,9.712510e-04,8.582820e-07
856,3.744540e-06,5.587330e-09,9.779800e-04,8.550770e-07
857,3.755540e-06,5.449330e-09,9.854500e-04,8.583270e-07
858,3.767190e-06,5.578450e-09,9.945660e-04,8.690240e-07
859,3.778870e-06,5.634060e-09,1.003860e-03,8.612350e-07
860,3.787800e-06,5.751150e-09,1.013900e-03,8.606230e-07
861,3.797360e-06,5.814280e-09,1.023860e-03,8.499390e-07
862,3.805770e-06,5.898780e-09,1.031010e-03,8.529590e-07
863,3.815370e-06,6.006700e-09,1.045290e-03,8.531410e-07
864,3.820150e-06,6.099680e-09,1.043310e-03,8.576770e-07
865,3.824810e-06,6.176690e-09,1.041800e-03,8.530420e-07
866,3.829120e-06,6.255690e-09,1.039490e-03,8.550970e-07
867,3.832820e-06,6.318280e-09,1.036640e-03,8.481090e-07
868,3.836400e-06,6.377120e-09,1.033150e-03,8.462660e-07
869,3.839540e-06,6.450590e-09,1.029140e-03,8.391270e-07
870,3.842270e-06,6.521070e-09,1.024660e-03,8.411030e-07
871,3.844660e-06,6.158710e-09,1.020310e-03,8.355140e-07
872,3.847200e-06,6.372250e-09,1.016500e-03,8.391700e-07
873,3.850000e-06,6.379480e-09,1.011770e-03,8.267990e-07
874,3.853140e-06,6.436100e-09,1.007730e-03,8.265120e-07
875,3.856280e-06,6.492690e-09,1.004000e-03,8.182570e-07
876,3.860040e-06,6.551370e-09,1.000310e-03,8.207320e-07
877,3.863680e-06,6.613070e-09,9.969840e-04,8.154000e-07
878,3.867250e-06,6.625610e-09,9.943830e-04,8.225620e-07
879,3.870910e-06,6.590530e-09,9.922020e-04,8.167090e-07
880,3.868020e-06,6.677760e-09,9.900520e-04,8.158030e-07
881,3.870770e-06,6.721090e-09,9.874610e-04,8.032810e-07
882,3.873630e-06,6.773020e-09,9.847180e-04,8.050430e-07
883,3.876690e-06,6.835150e-09,9.826560e-04,7.969420e-07
884,3.879870e-06,6.894290e-09,9.812220e-04,7.972960e-07
885,3.883000e-06,6.956530e-09,9.796450e-04,7.933530e-07
886,3.886260e-06,7.017180e-09,9.779890e-04,7.971780e-07
887,3.889650e-06,7.080880e-09,9.761930e-04,7.917510e-07
888,3.893360e-06,7.157350e-09,9.745160e-04,7.939510e-07
889,3.903890e-06,6.882600e-09,9.748630e-04,7.936120e-07
890,3.909850e-06,6.247360e-09,9.735890e-04,7.953460e-07
891,3.914260e-06,6.426400e-09,9.724770e-04,7.939830e-07
892,3.918310e-06,6.450190e-09,9.697050e-04,7.801440e-07
893,3.922050e-06,6.507540e-09,9.677620e-04,7.776820e-07
894,3.925700e-06,6.511490e-09,9.664170e-04,7.820420e-07
895,3.929590e-06,6.519520e-09,9.653660e-04,7.749140e-07
896,3.933380e-06,6.594970e-09,9.648670e-04,7.759570e-07
897,3.937700e-06,6.651020e-09,9.641680e-04,7.709340e-07
898,3.941980e-06,6.695850e-09,9.645250e-04,7.791900e-07
899,3.943490e-06,6.686420e-09,9.650340e-04,7.736180e-07
900,3.947850e-06,6.764280e-09,9.653830e-04,7.683700e-07
901,3.952980e-06,6.830740e-09,9.656990e-04,7.614170e-07
902,3.959260e-06,6.888550e-09,9.657050e-04,7.725700e-07
903,3.966040e-06,6.728950e-09,9.650380e-04,7.658990e-07
904,3.973160e-06,6.852140e-09,9.657380e-04,7.645440e-07
905,3.980570e-06,6.857440e-09,9.666480e-04,7.557670e-07
906,3.988670e-06,6.885870e-09,9.676720e-04,7.611940e-07
907,3.997330e-06,6.976830e-09,9.686740e-04,7.520150e-07
908,4.006840e-06,7.055610e-09,9.701500e-04,7.521060e-07
909,4.017460e-06,7.092710e-09,9.722800e-04,7.505160e-07
910,4.022260e-06,7.191840e-09,9.754160e-04,7.598010e-07
911,4.022360e-06,7.074950e-09,9.768290e-04,7.536810e-07
912,4.023970e-06,6.984700e-09,9.783120e-04,7.353380e-07
913,4.033600e-06,7.064510e-09,9.829100e-04,7.214490e-07
914,4.045010e-06,7.095470e-09,9.881950e-04,7.220570e-07
915,4.058380e-06,7.211720e-09,9.941310e-04,7.198670e-07
916,4.072430e-06,7.302980e-09,1.000450e-03,7.176650e-07
917,4.084030e-06,7.383640e-09,1.008610e-03,7.158290e-07
918,4.097390e-06,7.497220e-09,1.018220e-03,7.229470e-07
919,4.106120e-06,7.616600e-09,1.028960e-03,7.149080e-07
920,4.113670e-06,7.738300e-09,1.041060e-03,7.084910e-07
921,4.121070e-06,7.854940e-09,1.051670e-03,7.162170e-07
922,2.567770e-06,3.526810e-09,5.995750e-04,1.051340e-06
923,2.874160e-06,4.251040e-09,6.655780e-04,9.589740e-07
924,2.907030e-06,4.371050e-09,6.699000e-04,7.704450e-07
925,2.959000e-06,4.530230e-09,6.803230e-04,7.196890e-07
926,3.017430e-06,4.701800e-09,6.918140e-04,7.037210e-07
927,3.078860e-06,4.698790e-09,7.036360e-04,6.998430e-07
928,3.141670e-06,5.000970e-09,7.164390e-04,6.967020e-07
929,3.204560e-06,4.860920e-09,7.286140e-04,6.898120e-07
930,3.267470e-06,5.088740e-09,7.418350e-04,6.946290e-07
931,3.329810e-06,5.253730e-09,7.546410e-04,6.872810e-07
932,3.391330e-06,5.404000e-09,7.676240e-04,6.861410e-07
933,3.451570e-06,5.280800e-09,7.792430e-04,7.075820e-07
934,3.503160e-06,5.562550e-09,7.914500e-04,6.943170e-07
935,3.554530e-06,5.666250e-09,8.023040e-04,7.045360e-07
936,3.603430e-06,5.723430e-09,8.137310e-04,6.932760e-07
937,3.649750e-06,5.875130e-09,8.246410e-04,7.115590e-07
938,3.693710e-06,6.027150e-09,8.351060e-04,7.021710e-07
939,3.735210e-06,6.164270e-09,8.448360e-04,7.005890e-07
940,3.758390e-06,6.283120e-09,8.535200e-04,7.092580e-07
941,3.784640e-06,6.411900e-09,8.618590e-04,7.143250e-07
