#,alpha.water_initial,alpha.water_final,p_rgh_initial,p_rgh_final
1393,2.912120e-06,4.091560e-09,4.731370e-04,8.699410e-07
1394,3.062420e-06,4.472720e-09,4.976740e-04,8.685330e-07
1395,3.288640e-06,5.078880e-09,5.343020e-04,8.626710e-07
1396,3.666250e-06,6.194630e-09,6.027030e-04,8.694620e-07
1397,3.827870e-06,7.127300e-09,7.085410e-04,8.742370e-07
1398,3.829690e-06,7.537100e-09,7.781870e-04,8.753450e-07
1399,3.807700e-06,7.461030e-09,7.764230e-04,8.448500e-07
1400,3.784870e-06,7.401960e-09,7.734560e-04,8.283800e-07
1401,3.762050e-06,7.330620e-09,7.719120e-04,8.570800e-07
1402,3.739280e-06,7.256250e-09,7.706850e-04,8.120160e-07
1403,3.716830e-06,7.186150e-09,7.688390e-04,8.149740e-07
1404,3.694570e-06,7.110840e-09,7.673610e-04,8.275290e-07
1405,3.672910e-06,7.048720e-09,7.652380e-04,7.951090e-07
1406,3.651050e-06,6.989030e-09,7.628190e-04,7.881850e-07
1407,3.629520e-06,6.941670e-09,7.600780e-04,7.856310e-07
1408,3.608320e-06,6.803390e-09,7.566580e-04,7.928080e-07
1409,3.587580e-06,6.791440e-09,7.540520e-04,7.965970e-07
1410,3.567400e-06,6.761060e-09,7.508930e-04,7.992400e-07
1411,3.547510e-06,6.589120e-09,7.481690e-04,8.196910e-07
1412,3.527990e-06,6.585160e-09,7.450010e-04,8.077730e-07
1413,3.508650e-06,6.341840e-09,7.412150e-04,8.105410e-07
1414,3.489870e-06,6.397050e-09,7.394830e-04,8.310320e-07
1415,3.471450e-06,6.377900e-09,7.370510e-04,8.418730e-07
1416,3.453460e-06,6.312820e-09,7.349300e-04,8.586020e-07
1417,3.436020e-06,6.330760e-09,7.328690e-04,8.477790e-07
1418,3.419170e-06,6.329660e-09,7.313800e-04,8.773700e-07
1419,3.402880e-06,6.314590e-09,7.288820e-04,8.461060e-07
1420,3.387340e-06,6.312360e-09,7.262690e-04,8.175920e-07
1421,3.372410e-06,6.281560e-09,7.242630e-04,8.179980e-07
1422,3.357850e-06,6.292660e-09,7.224150e-04,8.288430e-07
1423,3.343980e-06,6.295300e-09,7.200100e-04,8.309570e-07
1424,3.330780e-06,6.310780e-09,7.182660e-04,8.439700e-07
1425,3.318310e-06,6.319330e-09,7.173310e-04,8.530740e-07
1426,3.306350e-06,6.326220e-09,7.166790e-04,8.688010e-07
1427,3.294990e-06,6.331350e-09,7.156080e-04,8.831630e-07
1428,3.284620e-06,6.325740e-09,7.143630e-04,8.869930e-07
1429,3.274740e-06,6.179910e-09,7.126670e-04,8.591300e-07
1430,3.265780e-06,6.314260e-09,7.118700e-04,8.465210e-07
1431,3.257410e-06,6.137040e-09,7.096130e-04,8.358860e-07
1432,3.249700e-06,6.190350e-09,7.086030e-04,8.292270e-07
1433,3.242780e-06,6.158860e-09,7.077350e-04,8.403570e-07
1434,3.236560e-06,6.111740e-09,7.059030e-04,8.207850e-07
1435,3.231020e-06,6.126980e-09,7.048140e-04,8.200700e-07
1436,3.225990e-06,6.126480e-09,7.039050e-04,8.206530e-07
1437,3.221550e-06,6.137190e-09,7.030070e-04,8.061620e-07
1438,3.217820e-06,6.153580e-09,7.021620e-04,8.108170e-07
1439,3.214760e-06,6.172860e-09,7.006790e-04,8.002220e-07
1440,3.212310e-06,6.197440e-09,6.986220e-04,8.041390e-07
1441,3.210650e-06,6.223180e-09,6.964550e-04,7.775460e-07
1442,3.209660e-06,6.252000e-09,6.942590e-04,7.761120e-07
1443,3.209200e-06,6.281430e-09,6.924310e-04,7.828490e-07
1444,3.209460e-06,6.315850e-09,6.909040e-04,7.757530e-07
1445,3.210260e-06,6.353330e-09,6.889320e-04,7.585890e-07
1446,3.211840e-06,6.394080e-09,6.878120e-04,7.684430e-07
1447,3.213890e-06,6.343380e-09,6.867900e-04,7.653130e-07
1448,3.216420e-06,6.412270e-09,6.857560e-04,7.566120e-07
1449,3.219590e-06,6.445730e-09,6.847510e-04,7.450180e-07
1450,3.223770e-06,6.483750e-09,6.842020e-04,7.509300e-07
1451,3.228710e-06,6.529650e-09,6.837770e-04,7.523690e-07
1452,3.233920e-06,6.414750e-09,6.828280e-04,7.430420e-07
1453,3.239480e-06,6.461240e-09,6.819280e-04,7.379030e-07
1454,3.246620e-06,6.434830e-09,6.856070e-04,7.229400e-07
1455,3.248460e-06,6.355040e-09,6.676650e-04,7.201760e-07
1456,3.250820e-06,6.268450e-09,6.500630e-04,7.143020e-07
1457,3.252400e-06,6.188690e-09,6.324250e-04,7.207820e-07
1458,3.253740e-06,6.090110e-09,6.152840e-04,7.197280e-07
1459,3.252720e-06,5.998400e-09,5.980350e-04,7.011180e-07
1460,3.248190e-06,5.896540e-09,5.818440e-04,7.102460e-07
1461,3.243710e-06,5.789460e-09,5.663710e-04,7.036010e-07
1462,3.212440e-06,5.660630e-09,5.515890e-04,7.017940e-07
1463,3.192790e-06,5.525780e-09,5.418940e-04,7.122610e-07
1464,3.178130e-06,5.525890e-09,5.347750e-04,7.253300e-07
1465,3.168060e-06,5.433330e-09,5.284270e-04,7.037410e-07
1466,3.161240e-06,5.449490e-09,5.237720e-04,7.065620e-07
1467,3.156540e-06,5.361170e-09,5.193960e-04,7.186750e-07
1468,3.139490e-06,5.209270e-09,5.158890e-04,7.181600e-07
1469,3.124970e-06,5.175160e-09,5.124040e-04,6.806500e-07
1470,3.111670e-06,5.140280e-09,5.095030e-04,6.797140e-07
1471,3.099210e-06,5.111850e-09,5.070260e-04,6.870470e-07
1472,3.087500e-06,5.084550e-09,5.044870e-04,6.832850e-07
1473,3.076340e-06,5.058810e-09,5.023900e-04,6.784390e-07
1474,3.063110e-06,5.023030e-09,5.001950e-04,6.789920e-07
1475,3.051360e-06,4.995750e-09,4.981870e-04,6.781450e-07
1476,3.039810e-06,4.960830e-09,4.961540e-04,6.744690e-07
1477,3.028420e-06,4.936710e-09,4.944630e-04,6.799680e-07
1478,3.017340e-06,4.905020e-09,4.925670e-04,6.655440e-07
1479,3.006310e-06,4.876320e-09,4.910280e-04,6.710990e-07
1480,2.995620e-06,4.848950e-09,4.893420e-04,6.705860e-07
1481,2.985160e-06,4.821640e-09,4.879970e-04,6.730990e-07
1482,2.975010e-06,4.793700e-09,4.862110e-04,6.591630e-07
1483,2.965220e-06,4.767880e-09,4.845400e-04,6.634770e-07
1484,2.955560e-06,4.741590e-09,4.828750e-04,6.648380e-07
1485,2.946130e-06,4.715990e-09,4.810460e-04,6.503220e-07
1486,2.936990e-06,4.689910e-09,4.794630e-04,6.537630e-07
1487,2.928230e-06,4.644600e-09,4.776290e-04,6.454000e-07
1488,2.919750e-06,4.619200e-09,4.763520e-04,6.541930e-07
1489,2.911630e-06,4.603020e-09,4.749230e-04,6.403280e-07
1490,2.903750e-06,4.580900e-09,4.736250e-04,6.368260e-07
1491,2.896180e-06,4.562650e-09,4.727850e-04,6.485790e-07
1492,2.888850e-06,4.545050e-09,4.719420e-04,6.554660e-07
1493,2.881760e-06,4.528710e-09,4.709680e-04,6.489700e-07
1494,2.874980e-06,4.511690e-09,4.698510e-04,6.484470e-07
1495,2.868610e-06,4.496460e-09,4.691010e-04,6.522330e-07
1496,2.862620e-06,4.482980e-09,4.678240e-04,6.406040e-07
1497,2.856820e-06,4.449780e-09,4.670900e-04,6.451840e-07
1498,2.851310e-06,4.428680e-09,4.663970e-04,6.462600e-07
1499,2.846020e-06,4.405370e-09,4.658480e-04,6.454780e-07
1500,2.841030e-06,4.393370e-09,4.653580e-04,6.629300e-07
1501,2.836170e-06,4.366350e-09,4.645100e-04,6.473590e-07
1502,2.831440e-06,4.353380e-09,4.636640e-04,6.363580e-07
1503,2.826900e-06,4.323010e-09,4.630380e-04,6.430330e-07
1504,2.822720e-06,4.312660e-09,4.625200e-04,6.489700e-07
1505,2.818780e-06,4.285450e-09,4.619190e-04,6.534050e-07
1506,2.815050e-06,4.277130e-09,4.611010e-04,6.576060e-07
1507,2.811550e-06,4.268340e-09,4.603670e-04,6.490790e-07
1508,2.808420e-06,4.262390e-09,4.594490e-04,6.324430e-07
1509,2.805690e-06,4.257080e-09,4.590080e-04,6.437260e-07
1510,2.803270e-06,4.252350e-09,4.584830e-04,6.463110e-07
1511,2.801110e-06,4.248100e-09,4.581720e-04,6.317420e-07
1512,2.799320e-06,4.221410e-09,4.577090e-04,6.302260e-07
1513,2.797750e-06,4.223910e-09,4.572120e-04,6.342240e-07
1514,2.796570e-06,4.222770e-09,4.570880e-04,6.439970e-07
1515,2.795810e-06,4.224600e-09,4.568810e-04,6.393550e-07
1516,2.795480e-06,4.228030e-09,4.564900e-04,6.384100e-07
1517,2.795530e-06,4.231180e-09,4.566240e-04,6.644770e-07
1518,2.796020e-06,4.237080e-09,4.561680e-04,6.545730e-07
1519,2.796780e-06,4.243760e-09,4.558370e-04,6.514490e-07
1520,2.797890e-06,4.252480e-09,4.554920e-04,6.519090e-07
1521,2.799370e-06,4.261690e-09,4.551330e-04,6.540570e-07
1522,2.801410e-06,4.271150e-09,4.550220e-04,6.502250e-07
1523,2.802800e-06,4.243570e-09,4.554220e-04,6.784840e-07
1524,2.803870e-06,4.144320e-09,4.549270e-04,6.632270e-07
1525,2.807270e-06,4.155230e-09,4.547450e-04,6.552710e-07
1526,2.811120e-06,4.156600e-09,4.548130e-04,6.501860e-07
1527,2.815370e-06,4.158760e-09,4.551090e-04,6.547070e-07
1528,2.820050e-06,4.176180e-09,4.552110e-04,6.565850e-07
1529,2.825240e-06,4.190170e-09,4.551470e-04,6.386640e-07
1530,2.830930e-06,4.207720e-09,4.557080e-04,6.478990e-07
1531,2.837190e-06,4.226780e-09,4.560500e-04,6.259340e-07
1532,2.843790e-06,4.247110e-09,4.561750e-04,6.350560e-07
1533,2.851060e-06,4.269980e-09,4.568110e-04,6.294640e-07
1534,2.858740e-06,4.293780e-09,4.573610e-04,6.561180e-07
1535,2.867100e-06,4.321010e-09,4.580510e-04,6.220130e-07
1536,2.875740e-06,4.333070e-09,4.589420e-04,6.462210e-07
1537,2.885030e-06,4.364490e-09,4.599250e-04,6.181710e-07
1538,2.894590e-06,4.332490e-09,4.608040e-04,6.347760e-07
1539,2.904670e-06,4.289480e-09,4.622690e-04,6.357850e-07
1540,2.915050e-06,4.329980e-09,4.633630e-04,6.408890e-07
1541,2.925980e-06,4.362380e-09,4.642270e-04,6.022470e-07
1542,2.937240e-06,4.398970e-09,4.653560e-04,6.291240e-07
1543,2.949000e-06,4.437100e-09,4.664520e-04,6.018730e-07
1544,2.959910e-06,4.474500e-09,4.673650e-04,6.162640e-07
1545,2.970320e-06,4.509530e-09,4.684140e-04,6.324400e-07
1546,2.980470e-06,4.544380e-09,4.691120e-04,6.169370e-07
1547,2.989650e-06,4.576820e-09,4.695670e-04,6.310540e-07
1548,2.998810e-06,4.609910e-09,4.700450e-04,6.102390e-07
1549,3.008020e-06,4.641610e-09,4.708660e-04,6.360640e-07
1550,3.017760e-06,4.673870e-09,4.713910e-04,6.314230e-07
1551,3.027670e-06,4.705970e-09,4.718790e-04,6.345190e-07
1552,3.038470e-06,4.742470e-09,4.726380e-04,6.222220e-07
1553,3.050720e-06,4.782090e-09,4.737640e-04,6.323130e-07
1554,3.062480e-06,4.819850e-09,4.746980e-04,6.160690e-07
1555,3.075530e-06,4.861830e-09,4.762870e-04,6.351820e-07
1556,3.090330e-06,4.908030e-09,4.780020e-04,6.254660e-07
1557,3.106670e-06,4.898660e-09,4.800320e-04,6.316350e-07
1558,3.132080e-06,4.982590e-09,4.821000e-04,6.117600e-07
1559,3.138640e-06,5.017790e-09,4.854410e-04,6.523960e-07
1560,3.145880e-06,5.061600e-09,4.884920e-04,6.367520e-07
1561,3.154060e-06,5.107870e-09,4.918720e-04,6.446580e-07
1562,3.164030e-06,5.160570e-09,4.955240e-04,6.287420e-07
1563,3.173480e-06,5.215470e-09,5.001290e-04,6.406430e-07
1564,3.184260e-06,5.278990e-09,5.051610e-04,6.192530e-07
1565,3.199590e-06,5.377510e-09,5.142270e-04,6.280010e-07
1566,3.206900e-06,5.473430e-09,5.272880e-04,6.214050e-07
1567,3.212750e-06,5.587940e-09,5.441980e-04,6.142340e-07
1568,3.214690e-06,5.710510e-09,5.652530e-04,6.425700e-07
1569,3.213390e-06,5.821300e-09,5.899830e-04,6.200910e-07
1570,3.208260e-06,5.921500e-09,6.084160e-04,6.187540e-07
1571,3.197420e-06,5.973530e-09,6.071030e-04,6.264680e-07
1572,3.185820e-06,5.960950e-09,6.032350e-04,6.427170e-07
1573,3.174340e-06,5.929340e-09,5.989390e-04,6.231160e-07
1574,3.162830e-06,5.904000e-09,5.950030e-04,6.291280e-07
1575,3.151490e-06,5.867810e-09,5.909200e-04,6.350060e-07
1576,3.139220e-06,5.762520e-09,5.863450e-04,6.481030e-07
1577,3.127360e-06,5.637650e-09,5.807590e-04,6.031530e-07
1578,3.116200e-06,5.625500e-09,5.772150e-04,6.264600e-07
1579,3.105090e-06,5.608760e-09,5.734080e-04,6.202700e-07
1580,3.094060e-06,5.590880e-09,5.694850e-04,6.280460e-07
1581,3.083100e-06,5.571340e-09,5.656320e-04,6.206480e-07
1582,3.072040e-06,5.552450e-09,5.614180e-04,6.193150e-07
1583,3.061010e-06,5.520570e-09,5.569290e-04,5.982760e-07
1584,3.049900e-06,5.516450e-09,5.525260e-04,6.032650e-07
1585,3.038810e-06,5.473000e-09,5.480650e-04,5.926240e-07
1586,3.027670e-06,5.462280e-09,5.434900e-04,5.927010e-07
1587,3.016560e-06,5.431000e-09,5.385230e-04,5.770890e-07
1588,3.005570e-06,5.406880e-09,5.336490e-04,5.749660e-07
1589,2.994750e-06,5.383630e-09,5.292490e-04,5.816050e-07
1590,2.983840e-06,5.360950e-09,5.243400e-04,5.729920e-07
1591,2.972910e-06,5.338820e-09,5.197090e-04,5.492840e-07
1592,2.962120e-06,5.318510e-09,5.153730e-04,5.649580e-07
1593,2.951530e-06,5.298760e-09,5.109880e-04,5.664530e-07
1594,2.940950e-06,5.278870e-09,5.072600e-04,5.575470e-07
1595,2.930550e-06,5.260170e-09,5.039800e-04,5.665410e-07
1596,2.920350e-06,5.242640e-09,5.004400e-04,5.550080e-07
1597,2.910320e-06,5.223560e-09,4.969110e-04,5.519650e-07
1598,2.900360e-06,5.205430e-09,4.937380e-04,5.599720e-07
1599,2.890450e-06,5.029100e-09,4.908380e-04,5.533530e-07
1600,2.880650e-06,5.049640e-09,4.881910e-04,5.540590e-07
1601,2.870790e-06,5.027230e-09,4.857350e-04,5.535570e-07
1602,2.860960e-06,5.017530e-09,4.830680e-04,5.450880e-07
1603,2.851360e-06,5.006170e-09,4.807500e-04,5.454900e-07
1604,2.842010e-06,4.996520e-09,4.785840e-04,5.533920e-07
1605,2.832950e-06,4.986020e-09,4.761270e-04,5.422990e-07
1606,2.823980e-06,4.974730e-09,4.739630e-04,5.385200e-07
1607,2.815000e-06,4.963680e-09,4.719960e-04,5.340760e-07
1608,2.805990e-06,4.950690e-09,4.703160e-04,5.448160e-07
1609,2.819770e-06,5.000720e-09,4.729060e-04,5.464540e-07
1610,2.851100e-06,5.099130e-09,4.789200e-04,5.572370e-07
1611,2.890100e-06,5.218990e-09,4.861590e-04,5.478940e-07
1612,2.932430e-06,5.348940e-09,4.940490e-04,5.442340e-07
1613,2.986650e-06,5.530580e-09,5.075460e-04,5.590600e-07
1614,3.066870e-06,5.641670e-09,5.265680e-04,5.751490e-07
1615,3.160320e-06,6.001860e-09,5.499500e-04,5.852800e-07
1616,3.260130e-06,6.334070e-09,5.763540e-04,5.877560e-07
1617,3.353530e-06,6.690500e-09,6.037590e-04,5.649550e-07
1618,3.424130e-06,6.960630e-09,6.302940e-04,5.723280e-07
1619,3.479980e-06,7.262610e-09,6.556330e-04,5.596210e-07
1620,3.494680e-06,7.412990e-09,6.805530e-04,5.536860e-07
1621,3.501780e-06,7.592410e-09,7.031800e-04,5.744190e-07
1622,3.502760e-06,7.667810e-09,7.059460e-04,5.607980e-07
1623,3.500380e-06,7.760910e-09,7.087990e-04,5.652720e-07
1624,3.491400e-06,7.795280e-09,7.122170e-04,5.678820e-07
1625,3.483150e-06,7.846090e-09,7.156780e-04,5.763960e-07
1626,3.473540e-06,7.891680e-09,7.184300e-04,5.662710e-07
1627,3.461390e-06,7.892260e-09,7.186760e-04,5.836960e-07
1628,3.448540e-06,7.889590e-09,7.178350e-04,5.789490e-07
1629,3.435560e-06,7.877270e-09,7.166080e-04,5.794130e-07
1630,3.422330e-06,7.863400e-09,7.164180e-04,5.705840e-07
1631,3.408940e-06,7.870760e-09,7.166790e-04,5.756600e-07
1632,3.396690e-06,7.841150e-09,7.176080e-04,5.814640e-07
1633,3.384780e-06,7.816310e-09,7.184710e-04,5.681460e-07
1634,3.373220e-06,7.866020e-09,7.192940e-04,5.717950e-07
1635,3.362490e-06,7.792810e-09,7.202660e-04,5.744750e-07
1636,3.353180e-06,7.863490e-09,7.219590e-04,5.750270e-07
1637,3.343630e-06,7.915520e-09,7.244590e-04,5.759040e-07
1638,3.333270e-06,7.962040e-09,7.276060e-04,5.893650e-07
1639,3.322670e-06,7.972850e-09,7.306530e-04,5.771510e-07
1640,3.311600e-06,7.953700e-09,7.339610e-04,5.884000e-07
1641,3.299160e-06,7.882920e-09,7.367620e-04,5.952580e-07
1642,3.286860e-06,7.829260e-09,7.388710e-04,5.884060e-07
1643,3.273420e-06,7.716680e-09,7.417550e-04,5.849230e-07
1644,3.260340e-06,7.709450e-09,7.460690e-04,5.830140e-07
1645,3.246350e-06,7.683490e-09,7.504230e-04,5.880230e-07
1646,3.232810e-06,7.707000e-09,7.453310e-04,5.890490e-07
1647,3.218720e-06,7.619620e-09,7.439120e-04,5.748300e-07
1648,3.206010e-06,7.619140e-09,7.411720e-04,5.767430e-07
1649,3.191970e-06,7.528480e-09,7.390140e-04,5.897200e-07
1650,3.179120e-06,7.525560e-09,7.367950e-04,5.882690e-07
1651,3.168180e-06,7.430730e-09,7.341120e-04,5.744790e-07
1652,3.203840e-06,7.524580e-09,7.311220e-04,5.979590e-07
1653,3.259250e-06,7.632160e-09,7.279300e-04,5.918540e-07
1654,3.360570e-06,7.893950e-09,7.250310e-04,6.228800e-07
1655,3.539640e-06,8.376880e-09,7.218210e-04,6.394700e-07
1656,3.747620e-06,8.920470e-09,7.210580e-04,6.626900e-07
1657,3.963520e-06,9.602830e-09,7.198650e-04,6.846670e-07
1658,4.131880e-06,1.553930e-10,7.223730e-04,1.125930e-06
1659,4.250090e-06,1.796030e-10,7.243600e-04,9.176480e-07
1660,4.248340e-06,1.646080e-10,7.229510e-04,8.400590e-07
1661,4.230720e-06,1.788850e-10,7.227330e-04,8.360700e-07
1662,4.159670e-06,9.752170e-09,7.148510e-04,1.179000e-06
1663,3.860030e-06,8.421010e-09,6.793470e-04,9.534440e-07
1664,3.516350e-06,6.963750e-09,5.958230e-04,8.881430e-07
1665,3.218160e-06,5.906200e-09,5.333540e-04,8.877300e-07
1666,2.988510e-06,4.979850e-09,4.955490e-04,9.583860e-07
1667,2.838160e-06,4.564560e-09,4.751850e-04,9.333520e-07
1668,2.761970e-06,4.235770e-09,4.677690e-04,1.162720e-06
1669,2.730750e-06,4.242220e-09,4.651700e-04,1.095740e-06
1670,2.724500e-06,4.151760e-09,4.662770e-04,1.131180e-06
1671,2.731500e-06,4.256330e-09,4.692080e-04,1.082620e-06
1672,2.745590e-06,4.205850e-09,4.736570e-04,1.147510e-06
1673,2.762680e-06,4.322040e-09,4.781470e-04,1.116280e-06
1674,2.781500e-06,4.247320e-09,4.840280e-04,1.154320e-06
1675,2.800530e-06,4.454220e-09,4.894270e-04,1.168360e-06
1676,2.815430e-06,4.386520e-09,4.947570e-04,1.148320e-06
1677,2.829520e-06,4.541610e-09,4.998500e-04,1.195620e-06
1678,2.842170e-06,4.541380e-09,5.059290e-04,1.149870e-06
1679,2.851770e-06,4.517650e-09,5.102270e-04,1.246610e-06
1680,2.859300e-06,4.592310e-09,5.130900e-04,1.232070e-06
1681,2.864910e-06,4.616460e-09,5.167590e-04,1.189560e-06
1682,2.865090e-06,4.562340e-09,5.188160e-04,1.203360e-06
1683,2.884190e-06,4.747000e-09,5.268190e-04,1.231130e-06
1684,2.904620e-06,4.805880e-09,5.365100e-04,1.177440e-06
1685,2.921280e-06,4.904270e-09,5.446390e-04,1.255230e-06
1686,2.939270e-06,4.891530e-09,5.532620e-04,1.297200e-06
1687,2.960550e-06,4.998090e-09,5.616320e-04,1.270430e-06
1688,2.986330e-06,5.001590e-09,5.724960e-04,1.324250e-06
1689,3.015120e-06,5.121900e-09,5.825850e-04,1.318000e-06
1690,3.045300e-06,5.200090e-09,5.935080e-04,1.161170e-06
1691,3.079600e-06,5.354220e-09,6.070260e-04,1.138660e-06
1692,3.119400e-06,5.495280e-09,6.219970e-04,1.199070e-06
1693,3.191750e-06,5.814080e-09,6.195650e-04,1.157550e-06
1694,3.264650e-06,6.497280e-09,6.282280e-04,1.195210e-06
1695,3.253310e-06,7.164240e-09,6.259730e-04,1.295000e-06
1696,3.224610e-06,7.007060e-09,6.181270e-04,1.196540e-06
1697,3.196930e-06,6.978200e-09,6.107990e-04,1.176720e-06
1698,3.169540e-06,6.880480e-09,6.042050e-04,1.181530e-06
1699,3.142840e-06,6.820810e-09,5.964550e-04,1.194850e-06
1700,3.116770e-06,6.702810e-09,5.889850e-04,1.156540e-06
1701,3.091480e-06,6.635110e-09,5.827430e-04,1.141900e-06
1702,3.067060e-06,6.535560e-09,5.755080e-04,1.070470e-06
1703,3.043540e-06,6.475380e-09,5.690090e-04,1.015990e-06
1704,3.020970e-06,6.379180e-09,5.640530e-04,1.057280e-06
1705,2.999230e-06,6.310650e-09,5.576340e-04,1.029750e-06
1706,2.978120e-06,6.245580e-09,5.524110e-04,9.939450e-07
1707,2.957840e-06,6.184860e-09,5.468980e-04,9.815480e-07
1708,2.938440e-06,6.119270e-09,5.409550e-04,9.564300e-07
1709,2.919680e-06,6.044950e-09,5.356200e-04,9.115410e-07
1710,2.901580e-06,5.971970e-09,5.306070e-04,8.834760e-07
1711,2.884260e-06,5.903310e-09,5.264570e-04,9.069870e-07
1712,2.867360e-06,5.842660e-09,5.217910e-04,8.904980e-07
1713,2.851120e-06,5.788630e-09,5.174330e-04,8.679020e-07
1714,2.835420e-06,5.739390e-09,5.131870e-04,8.305490e-07
1715,2.820350e-06,5.696560e-09,5.094840e-04,8.050500e-07
1716,2.805880e-06,5.647290e-09,5.059210e-04,7.709530e-07
1717,2.792120e-06,5.602760e-09,5.025800e-04,7.437660e-07
1718,2.779070e-06,5.559140e-09,4.996110e-04,7.289760e-07
1719,2.766670e-06,5.519970e-09,4.968380e-04,7.271530e-07
1720,2.754840e-06,5.483100e-09,4.945610e-04,7.128250e-07
1721,2.743660e-06,5.450000e-09,4.926510e-04,7.167600e-07
1722,2.733100e-06,5.424220e-09,4.907240e-04,7.256380e-07
1723,2.723040e-06,5.399420e-09,4.886980e-04,7.050030e-07
1724,2.713560e-06,5.366620e-09,4.871860e-04,7.139100e-07
1725,2.704600e-06,5.336400e-09,4.853510e-04,7.008400e-07
1726,2.696060e-06,5.295550e-09,4.841620e-04,6.982530e-07
1727,2.687990e-06,5.252140e-09,4.830510e-04,7.000770e-07
1728,2.680350e-06,5.204810e-09,4.817790e-04,6.943210e-07
1729,2.673230e-06,5.169920e-09,4.810910e-04,7.036250e-07
1730,2.666640e-06,5.135980e-09,4.800480e-04,6.941090e-07
1731,2.660650e-06,5.107720e-09,4.794790e-04,7.011000e-07
1732,2.655170e-06,5.077460e-09,4.787730e-04,6.904440e-07
1733,2.650170e-06,5.054150e-09,4.778650e-04,6.698070e-07
1734,2.645740e-06,5.036090e-09,4.775240e-04,6.804020e-07
1735,2.641690e-06,5.016350e-09,4.772390e-04,6.818140e-07
1736,2.638060e-06,5.002280e-09,4.765590e-04,6.735940e-07
1737,2.634730e-06,4.996000e-09,4.760990e-04,6.588980e-07
1738,2.631590e-06,4.997610e-09,4.757210e-04,6.505580e-07
1739,2.628670e-06,4.999680e-09,4.757320e-04,6.690100e-07
1740,2.625990e-06,5.005370e-09,4.754880e-04,6.585980e-07
1741,2.623570e-06,5.011240e-09,4.754010e-04,6.494600e-07
1742,2.621580e-06,5.019620e-09,4.753560e-04,6.508950e-07
1743,2.619940e-06,5.026980e-09,4.755650e-04,6.737680e-07
1744,2.618440e-06,5.013460e-09,4.756800e-04,6.626840e-07
1745,2.617120e-06,5.006240e-09,4.756800e-04,6.507460e-07
1746,2.615810e-06,5.001340e-09,4.757860e-04,6.604420e-07
1747,2.614420e-06,4.997390e-09,4.760030e-04,6.822010e-07
1748,2.612990e-06,4.993790e-09,4.759420e-04,6.754890e-07
1749,2.611600e-06,4.991250e-09,4.756590e-04,6.809500e-07
1750,2.610220e-06,4.989330e-09,4.752150e-04,6.632950e-07
1751,2.608860e-06,4.979600e-09,4.748030e-04,6.588780e-07
1752,2.607640e-06,4.954050e-09,4.748200e-04,6.816900e-07
1753,2.606330e-06,4.930450e-09,4.743820e-04,6.707200e-07
1754,2.604730e-06,4.899900e-09,4.733990e-04,6.692580e-07
1755,2.602990e-06,4.871410e-09,4.725560e-04,6.670350e-07
1756,2.601060e-06,4.839490e-09,4.713430e-04,6.576100e-07
1757,2.598890e-06,4.807870e-09,4.706160e-04,6.697290e-07
1758,2.596730e-06,4.786320e-09,4.697180e-04,6.760930e-07
1759,2.594600e-06,4.764100e-09,4.686030e-04,6.679220e-07
1760,2.592440e-06,4.748990e-09,4.671260e-04,6.472940e-07
1761,2.590100e-06,4.739270e-09,4.659210e-04,6.474210e-07
1762,2.587700e-06,4.784500e-09,4.649830e-04,6.656240e-07
1763,2.585240e-06,4.750270e-09,4.637430e-04,6.688720e-07
1764,2.582720e-06,4.843260e-09,4.623340e-04,6.640340e-07
1765,2.579960e-06,4.713790e-09,4.609460e-04,6.530750e-07
1766,2.577090e-06,4.913950e-09,4.594270e-04,6.525860e-07
1767,2.574040e-06,4.701140e-09,4.579450e-04,6.551750e-07
1768,2.570790e-06,4.949170e-09,4.563230e-04,6.635100e-07
1769,2.567200e-06,4.728350e-09,4.547260e-04,6.762070e-07
1770,2.563440e-06,4.985340e-09,4.529350e-04,6.703720e-07
1771,2.559460e-06,4.890190e-09,4.510920e-04,6.614840e-07
1772,2.555300e-06,4.971120e-09,4.491400e-04,6.528560e-07
1773,2.550880e-06,4.965460e-09,4.473540e-04,6.656840e-07
1774,2.546310e-06,4.969100e-09,4.454420e-04,6.583910e-07
1775,2.541490e-06,4.962850e-09,4.432120e-04,6.542510e-07
1776,2.536440e-06,4.954760e-09,4.409510e-04,6.466800e-07
1777,2.531090e-06,4.944460e-09,4.390610e-04,6.557200e-07
1778,2.525450e-06,4.928450e-09,4.370990e-04,6.594320e-07
1779,2.519470e-06,4.911170e-09,4.351250e-04,6.601910e-07
1780,2.513080e-06,4.886640e-09,4.332220e-04,6.685060e-07
1781,2.504610e-06,4.714470e-09,4.320020e-04,7.239460e-07
1782,2.406680e-06,4.410480e-09,4.297670e-04,7.032640e-07
1783,2.408620e-06,4.401770e-09,4.268740e-04,6.739880e-07
1784,2.405510e-06,4.382390e-09,4.243620e-04,6.336990e-07
1785,2.402940e-06,4.367520e-09,4.229150e-04,6.491130e-07
1786,2.400520e-06,4.349190e-09,4.206150e-04,6.456600e-07
1787,2.398590e-06,4.332670e-09,4.182860e-04,6.383230e-07
1788,2.395670e-06,4.315310e-09,4.164090e-04,6.650700e-07
1789,2.392910e-06,4.299610e-09,4.142380e-04,6.514550e-07
1790,2.390420e-06,4.287030e-09,4.119460e-04,6.609710e-07
